,单词,翻译,出现次数
567,amount,n.量，数量;总额;本利之和;全部效果，全部含义;vi.（在意义、价值、效果、程度等方面）等于;等同，接近;合计，总共;发展成为;,34
568,complete,adj.（用以强调）完全的;完成的;达到结尾的;完整的;vt.完成，使完满;完成或结束;填写（表格）;,34
569,teacher,n.教师，教员，老师，先生;[航]教练机;,34
570,older,adj.年长的;老的( old的比较级 );古老的;以前的;（用于指称被替代的东西） 原来的;,34
571,tea,n.茶水;茶;茶树;午后小吃;vt.给…沏茶;vi.喝茶;,34
572,soon,adv.立刻，马上;一会儿，不久;快;宁愿;,33
573,lunch,n.午餐;vt.& vi.吃午餐;供给午餐;,33
574,understand,vt.& vi.懂，理解;vt.了解;默认;听说;领会;,33
575,generally,adv.一般地，通常;广泛地，普遍地;概括地;主要地;,33
576,access,n.入口，出口;接近，进入;增长;爆发;vt.接近，进入;使用，接近，获取;,33
577,creative,adj.创造性的，有创造力的;有创意的，创新的，创造的;n.（非正式）创意人士;,33
578,certain,adj.某一;必然的;已确定的;pron.[动词用复数]某些;,33
579,th,none,33
580,traffic,n.交通，运输量;（非法的）交易;通信量;交际;vt.用…作交换;在…通行;vi.交易;买卖;,33
581,maintain,vt.保持;保养;坚持;固执己见;,33
582,needed,v.需要，必须( need的过去式和过去分词 );（表示应该或不得不做）有必要;,33
583,rising,adj.上升的;升起的;增大的;成长中的;adv.（年龄）接近，<美><口>（数量）多于;n.隆起;起义;叛乱;v.起义( rise的现在分词 );升起;（数量）增加;休会;,33
584,teaching,n.教学;教义;所教的东西;学说;adj.教学的;教导的;v.教( teach的现在分词);教书;训练;教育;,33
585,level,n.水平，水准;水平线，水平面;水平仪;[物]电平;adj.水平的;同高度的;平均的;平稳的;vt.使同等;对准;弄平;vi.拉平;（用枪等）瞄准（与 at 连用）;变得平坦;将（话、批评等）对准目标;vi.瞄准;拉平;变得平坦;,33
586,income,n.收入，进款;进来的动作;进入;,33
587,values,n.对价值的看法;准则;标准;价值观念;值( value的名词复数 );价值;价值标准;（货币、邮票等的）面值;v.估价( value的第三人称单数 );重视;给…定价;评价;,33
588,group,n.组，团体;群，批;（雕塑等的）群像;（英美的）空军大队;vt.& vi.使成群，集合;vt.分类，归类;,32
589,run,vt.& vi.跑;移动;（使）流动;n.奔跑;行程;放映期;一系列;vi.（工作等）进行;延续;逃跑;行驶;vt.使奔跑;使…快速移动;运行，经营;划;adj.融化的;浇铸的;跑的筋疲力尽的;,32
590,greater,adj.大的(great的比较级);,32
591,staff,n.参谋;全体职员;管理人员;权杖;adj.行政工作的;参谋的;职员的;作为正式工作人员的;v.在…工作;为…配备职员;任职于;,32
592,clear,adj.清楚的，明白的;清晰的，明亮的;清澈的;明确的;adv.完全地;清晰地;整整;vi.变明朗;变清澈;vt.扫除，除去;消除（嫌疑）;使清楚;使干净;n.空隙，空间;,32
593,practice,n.练习;实践;（医生或律师的）业务;惯例;vi.实行;惯常地进行;练习;实习;vt.实行，实践;执业;练习;惯常地进行;,32
594,helps,n.助手( help的名词复数 );补救办法;有用;v.帮助( help的第三人称单数 );有助于，有利于;治疗;避免;,32
595,eye,n.眼睛;视力;眼状物;风纪扣扣眼;vt.定睛地看;注视;审视;细看;,32
596,develop,vi.发展;生长;形成;发达 ;vt.发展;开发;研制;冲洗（胶片）;,32
597,finding,n.发现物;研究结果;调查（或研究）的结果;<律>（陪审团的）裁决;v.发现( find的现在分词);,32
598,beyond,prep.超过;越过;那一边;在…较远的一边;adv.在远处;在更远处;n.远处;,32
599,thought,n.思想;想法;关心;思索;v.想( think的过去式和过去分词);思索;以为;认为;,32
600,production,n.生产，制作;产品;产量;夸张的行动或形象，小题大做;,32
601,advertising,n.广告;做广告，登广告;广告业;adj.广告的;广告业的;v.公告;为…做广告(advertise的ing形式);,32
602,produce,vt.& vi.生产;产生;制作;创作;vt.制造;出示;引起;[经济学]生利;n.产品;产量;产额;结果;,32
603,alcohol,n.乙醇，酒精;含酒精的饮料;,32
604,watch,vt.注视，注意;看守，监视;守候（机会等）;密切注意;n.表;值夜，值班;看守，监视;值班人员;vi.观看;注视;守候;看守;,31
605,identified,v.认出( identify的过去式和过去分词 );支持;确认;辨认;,31
606,particular,adj.特别的;详细的;独有的;挑剔的;n.特色，特点;（可分类，列举的）项目;详细情节，细情，细目;某一事项;,31
607,management,n.管理;管理人员;管理技巧，处事的能力;,31
608,increasingly,adv.越来越多地;日益，格外;越来越…;愈;,31
609,everything,pron.每件事物;最重要的东西;（有关的）一切;万事;,31
610,left,adj.左边的，左侧的;左派的;n.左，左面;[军]左翼;左派，激进分子;adv.向左;在左边;v.离开( leave的过去式和过去分词);,31
611,across,prep.穿过;横穿，横过;与…交叉;在…对面;adv.横过，越过;在对面;交叉;斜对面;,31
612,similar,adj.类似的;同类的;相似的;同样的;n.类似物;相像的人;相似物;,31
613,impact,n.碰撞，冲击，撞击;影响;冲击力;vt.挤入，压紧;撞击;对…产生影响;vi.冲撞，冲击;产生影响;,31
614,due,adj.由于;适当的;预定;到期;n.应有的权利;应得到的东西;应缴款;adv.正向;正对着;,31
615,various,adj.各种各样的;多方面的;许多的;各个的，个别的;,31
616,bike,n.自行车;摩托车;电动自行车;vi.骑自行车;na.“motorbicycle”的变体;,31
617,serious,adj.严肃的，严重的;认真的，庄重的;重要的;危险的;,31
618,wants,n.需求，欲望，必需品;缺乏( want的名词复数 );需要的东西;贫穷;贫困;v.缺少( want的第三人称单数 );应该;打算;需要…在场;,31
619,comes,none,31
620,modern,adj.现代的;近代的;新式的;当代风格的;n.现代人，现代主义者;时髦人士;[印]现代字体，指印刷中所用的一种字体;,31
621,foods,abbr.foodstuff 粮食，食品;n.食物( food的名词复数 );粮食;食品;（某种）食物;,31
622,took,v.拿( take的过去式 );接受;学习;取得;,31
623,paying,adj.支付的，有利的;n.付，支付;v.付给（ pay的现在分词 ）;付款;有利可图;（对…）有利;,31
624,side,n.面，边;方面;侧面;旁边;adj.侧面的;旁边的;次要的，枝节的;副的;vi.支持，同意;偏袒;附和;站在…一边;,31
625,subjects,n.主题( subject的名词复数 );话题;主语;学科;v.提交( subject的第三人称单数 );使经受;使遭受;使服从;,31
626,fat,adj.肥的;胖的;厚的;大量的;n.脂肪;肥肉;动植物油;vt.养肥;在…中加入脂肪;vi.长肥;,31
627,uk,none,31
628,environmental,adj.（个人）环境的，由个人环境产生的，周围的;环境艺术的;,31
629,restaurant,n.饭店;餐馆;饭馆;菜馆;,31
630,sell,vt.& vi.卖，售;使好卖;使接受，使赞成;销售;vt.经销;推销;出卖;欺骗;n.销售;欺骗;失望;推销术;vi.卖;出售;受欢迎;有销路;,30
631,building,none,30
632,suggests,none,30
633,plan,n.计划;打算;平面图;示意图;vt.& vi.计划，打算，设计;,30
634,built,v.build的过去式和过去分词;adj.…建成的;身段优美的;有特定体格的;,30
635,lost,adj.失去的;迷路的;不知所措的;v.遗失，失去（ lose的过去式和过去分词）;（使）失去（所需要的东西，尤指钱）;（因事故、年老、死亡等）损失;浪费;,30
636,remember,vt.& vi.记得;牢记;vt.记着;纪念;回想起;送钱[礼物]给…;,30
637,lower,adj.下方的;在底部的;较低级的;v.降低;减少;缩小;,30
638,quit,vt.离开;放弃，抛弃;停止，中断;偿清;vi.停止;放弃斗争;辞职;adj.自由的;摆脱了责任或义务的;,30
639,computers,n.（电子）计算机，电脑( computer的名词复数 );,30
640,room,n.房间;空间;余地;房间里所有的人;vt.租房，合住;为…提供住处;投宿，住宿;留…住宿;,30
641,seem,v.好像，仿佛;似乎;装作;看来好像;,30
642,winter,n.冬，冬天;年岁;萧条期，衰落期;v.过冬;冬季饲养（家畜）;使受冻，使萎缩;adj.冬天的，冬季的;越冬的;冬播的;,30
643,animals,n.动物( animal的名词复数 );兽;兽性;粗野残暴的人;,30
644,rest,n.休息;剩余部分;支持物;宁静，安宁;vt.& vi.（使）休息;（使）倚靠[支撑];vi.休息;静止;停止;安心;vt.使休息;使轻松;使长眠;使依赖;,30
645,recently,adv.最近，近来;不久以前;近日;新近;,30
646,create,vt.创造，创作;产生;封爵，把…封为（贵族）;vi.[英][俚]大发脾气，大发牢骚;,30
647,shop,n.商店;工厂;办事处;购物;vt.& vi.（到…）去买东西[购物];逛商店;vt.购物;买东西;,30
648,related,adj.有关系的;叙述的;vt.叙述(relate过去式和过去分词);,30
649,boys,none,30
650,include,vt.包括;包含;计入;包住;,29
651,test,n.试验;考验;测验;化验;vt.测验;考查;考验;勘探;vi.受试验;受测验;受考验;测得结果;,29
652,contains,vt.(contain的第三人称单数形式)，包含，容纳;v.控制( contain的第三人称单数 );克制;牵制;包含;,29
653,areas,none,29
654,easily,adv.容易地;很可能;迅速地;频繁地;,29
655,coming,adj.即将到来的;下一个的;将要遭到报应;自食恶果;n.（尤指新事物的）到来;到达;v.来( come的现在分词);到达;达到（认识、理解或相信的程度）;出生;,29
656,design,vt.& vi.设计;绘制;vt.设计;计划;企图;决意（做）;n.设计;图案;结构;计划;vi.设计略图;（为工艺品、装潢项目等）设计;当设计师;构思;,29
657,private,adj.私有的，私人的;秘密的;内心的;平民的，无官职的，士兵的;n.列兵，士兵，[陆]二等兵;〈古〉私人，个人;阴部，生殖器;,29
658,recession,n.经济衰退，不景气;后退，撤退;凹处;退场;,29
659,helped,none,29
660,matter,n.事件;（讨论、考虑等的）问题;重要性;物质;vi.要紧，重要;化脓;有重大影响;有重要性;,29
661,risk,n.危险，冒险;保险额;被保险人或物;vt.冒…的危险;使…冒风险（或面临危险）;,29
662,sign,n.符号;手势;迹象;指示牌;vt.& vi.签名;打手势;,29
663,exercise,n.练习;运动，训练;运用;典礼;vi.锻炼，训练，练习;vt.锻炼（身体某部位）;使焦虑，使忧虑;实行，发挥（作用）;运用;,29
664,degree,n.[乐]音阶，度;[数]度，度数;程度;学位;,29
665,along,adv.一起;向前;进展;到某处;prep.沿着;顺着;靠着…边;,29
666,mental,adj.内心的，精神的，思想的，心理的;智慧的，智[脑]力的;〈口〉精神病的，意志薄弱的，愚笨的;n.精神病患者;,29
667,languages,n.语言( language的名词复数 );表达方式;（某民族、某国家的）语言文字;计算机语言;,29
668,position,n.位置，方位;地位，职位;态度;状态;vt.安置;把…放在适当位置;给…定位;驻扎军队;,29
669,influence,n.影响;势力;有影响的人（或事物）;[占星学]星力;vt.影响;感染;支配;对…起作用;,29
670,expenses,n.费用;花钱的东西;开销;（向雇主报销的）费用;费用( expense的名词复数 );花费的钱;消耗;花钱的东西;,29
671,childcare,n.儿童保育，幼托;,29
672,changed,none,28
673,ancient,adj.古代的，已往的;古老的，过时的;年老的;老式的;n.古代人;古文明国的国民;<古>高龄老人;<古>旗手;,28
674,evidence,n.证词;证据;迹象;明显;vt.使明显;显示;表明;证实;,28
675,derived,vi.起源;由来;衍生;导出;v.得到( derive的过去式和过去分词 );（从…中）得到获得;源于;（从…中）提取;,28
676,marking,n.标记，记号;（支票的）认付;斑纹;批改，打分;v.作记号;在…留下痕迹;给…打分;注意;adj.赋与特征的;使显眼的;,28
677,innovation,n.改革，创新;新观念;新发明;新设施;,28
678,demand,vt.要求，请求;需要;[法]召唤;询问，盘问;n.需求;需要;要求，请求;销路;vi.需要;请求;查问;,28
679,consider,vt.& vi.考虑;把（某人，某事）看作…，认为（某人，某事）如何;考虑，细想;vt.考虑;认为;看重;以为;vi.仔细考虑;深思;,28
680,memory,n.记忆，记忆力;回忆，往事;[计]存储器，内存;,28
681,measures,n.程度;度量法;度量单位;度量器具;（一定的）量( measure的名词复数 );程度;措施;v.量( measure的第三人称单数 );测量;衡量;量出;,28
682,humans,n.人，人类( human的名词复数 );,28
683,trade,n.贸易;行业;<美>顾客;买卖;vt.& vi.交易，经商;vt.交换;经营…交易，做…的买卖;vi.贸易;买卖;以物易物;,28
684,replace,vt.替换;代替;把…放回原位;（用…）替换;,28
685,train,n.火车;行列;一系列相关的事情; 拖裾;v.训练;教育;培养;修整;,28
686,parts,n.部( part的名词复数 );一部分;零件;角色;,28
687,crisis,n.危机;危难时刻;决定性时刻，紧要关头;转折点;,28
688,death,n.死亡;（某种）死法，死亡方式;病危;死神;,28
689,concern,vt.涉及，关系到;使关心，使担忧;参与;n.关心;关系，有关;顾虑;公司或企业;,28
690,reasons,n.理由( reason的名词复数 );原因;理性;理智;v.推理，思考( reason的第三人称单数 );争辩;,28
691,offered,v.出（价）( offer的过去式和过去分词 );提出;演出;做出;,28
692,talking,n.讲话;（表示对所说的事情感兴趣） 你这话说着了;提起;说到;adj.会说话的;讲话的;饶舌的;富于表情的;v.说( talk的现在分词 );讨论;说话;（用以强调款额、情况严重程度等）讲的是;,28
693,arts,n.文科;艺术( art的名词复数 );艺术作品;（需要技术、工艺的）行业;文艺（包括绘画、雕塑、建筑、音乐、舞蹈、戏剧、文学等）;,28
694,relationship,n.关系;联系;浪漫关系;血缘关系;,28
695,decline,n.下降;（力量、健康、品格、权力、价值等的）衰退;下倾;（人、生命等的）衰退期;vt.& vi.辞谢，谢绝（邀请等）;vi.（道路、物体等）下倾;（太阳）落下;（在品格、价值上）降低;衰落，谢绝;vt.谢绝，婉拒;,28
696,kodak,n.<美>柯达（柯达公司的照相机和照相材料的商标名）;v.用手提照相机拍（照片）;,28
697,purpose,n.意志;目的;作用;（进行中的）行动;vt.有意;打算;企图（做）;决意（做）;,27
698,safety,n.安全;安全性;安全处所;中卫;adj.保障安全的;,27
699,pressure,n.压（力）;压力;气压（或血压）（的缩略形式）;压（迫）感;vi.施加压力;迫使;使（机舱等）增压;,27
700,remain,n.剩余物，残骸;残余;遗迹;遗体;vi.留下;保持;留待;依然;vi.& link-v.搁置;剩余，剩下;逗留;终属，归于;,27
701,library,n.图书馆，藏书楼;藏书;书屋，书斋;图书出租处;,27
702,memories,n.记忆力( memory的名词复数 );记忆中的事物;记忆系统;记忆容量;,27
703,receive,vt.& vi.收到;接到;接纳;接待;vt.接收;受理;欢迎;承受;vi.接到，获得;接见，欢迎;[电子学] 接收;[橄榄球] 接球;,27
704,type,n.类型;铅字;（印刷或打印的）文字;于…类型的;vt.& vi.打字;vt.[医学]测定（血型）;按类型把…归类;成为…的典型;[印刷]浇铸（铅字等）;,27
705,particularly,adv.特别;尤其;异乎寻常地;,27
706,learned,adj.有学问的;博学的;学术上的;精通某门学问的;v.学习(learn的过去式和过去分词);得知;,27
707,negative,adj.消极的，否认的;[数]负的;[心]反抗性的;无预期结果的;n.否定词语;否定的观点;消极性;[摄]底片;vt.否定;拒绝;,27
708,translate,vt.& vi.翻译;解释;转化;被翻译;,27
709,received,adj.被一般承认的，被认为标准的;v.收到( receive的过去式和过去分词 );接到;接纳;接待;,27
710,effort,n.努力，尝试;工作;成就;杰作;,27
711,firm,adj.坚固的，坚牢的;坚定的，坚决的;严格的;确定的;vt.& vi.使坚固;使坚实;n.商号，商行;公司;企业;工作集体;adv.坚定地，稳固地;vt.使坚定，使牢固;vi.变坚实，变稳固;,27
712,grow,vt.种植;扩大;扩展;增加;vi.生长;渐渐变得;逐渐开始;vt.& vi.（使）留长，蓄长;,27
713,became,v.变为，成为（ become的过去式 ）;,27
714,anything,pron.任何东西;（用于否定句、疑问句中以及 if 或 whether 和 prevent、ban、avoid 等动词后，代替 something）任何东西;重要东西;重要事物;,27
715,trouble,n.麻烦;烦恼;故障;动乱;vi.费心;烦恼;vt.麻烦;使烦恼;折磨;,27
716,light,n.光;发光体;电灯;点火器;adj.轻的;明亮的;浅色的;少量的;v.点燃;照亮;用光指引;adv.轻地，轻装地;,27
717,film,n.影片;电影;胶片;薄层;vt.& vi.（把…）拍摄（成）电影[电视等];上镜头;vt.（给…）覆上一薄层;生薄膜;变得朦胧;,27
718,break,vt.（使）破;打破（纪录）;（常指好天气）突变;开始;vi.（嗓音）突变;突破;破晓;（价格）突然下跌;n.破裂;中间休息;间断;短假;,27
719,picture,n.照片，画像;图画，图片;影片;情景;vt.构想，想象;描绘，画;描述;,27
720,critical,adj.批评的，爱挑剔的;关键的;严重的;极重要的;,27
721,yes,adv.是;（表示刚想起某事）哦;（表示不相信某人所言）真的吗;（鼓励某人继续讲）往下说;n.“是”，“行”;同意，答应;肯定的回答;赞成票;,27
722,boy,n.男孩，少年;儿子;小伙子，家伙;服务员;,27
723,body,n.身体;尸体;团体;物体;vt.赋予形体;,27
724,heart,n.心，心脏;感情;要点;胸部;vt.鼓励;激励;vi.结心;,27
725,protect,vt.保护，保卫;贸易保护;备款以支付;,27
726,individuals,n.[口语]人（常指有趣或有点特别的人）( individual的名词复数 );与众不同的人;某种类型的人;,27
727,provides,none,27
728,reach,v.到达，走到;够…，抓…;完成;n.手脚能够到的范围;范围，区域;影响的范围，管辖的范围;,27
729,advice,n.劝告，忠告;（商业）通知;建议;（政治，外交上的）报导，报告;,27
730,programs,n.程序( program的名词复数 );编码指令;[生物学]（作为生物的一部分的）密码指令序列;节目单;v.（像计算机程序那样）预先确定( program的第三人称单数 );为（计算机）编制程序;为…提供生物程序;（在生物体的程序中）把…译成遗传密码;,27
731,card,n.卡片;纸牌;明信片;信用卡;vt.记于卡片上;,26
732,ii,none,26
733,decision,n.决定;果断;决议;（法院的）判决;vt.[口语][拳击]靠判定击败（对手）;,26
734,build,vt.建造，构筑;建立;开发;为…建立基础;vi.建造，营造;扩大，扩展;发展，达到;n.体格，构造;〈俚〉优美的体型，肉体美;,26
735,competition,n.竞争;比赛;竞争者;[生]生存竞争;,26
736,feeling,n.感觉，知觉，情绪;感情;气氛;adj.富有感情的，有感觉的;有同情心的，仁慈的;v.感觉;认为(feel的现在分词);,26
737,faster,adj.更快的;快的( fast的比较级 );走得快;感光快的;[摄影术]快动作的（镜头）;adv.更快地;,26
738,levels,n.水平( level的名词复数 );水平线;水平仪;水平测量;,26
739,oh,int.（表示恐惧、惊讶、疑虑等）噢;啊;哎呀;冠于人名前，起呼语作用;,26
740,knew,v.知道（ know的过去式 ）;了解;,26
741,months,n.月( month的名词复数 );一个月的时间;复数months: 数月;很长时间;,26
742,experiences,none,26
743,activity,n.活动;活跃，敏捷;活动力;教育活动;,26
744,special,adj.特殊的;专门的;专用的;重要的;n.专车;特价;特刊;特约稿;,26
745,changing,n.替换;变换;转换;变化;,26
746,pleasure,n.愉快;娱乐;令人高兴的事;vt.使高兴;使满意;vi.觉得高兴，享受;寻欢作乐;,26
747,wrong,adj.有毛病的，失常的;错误的，不正确的;不好的，不公正的;反对的，相反的，颠倒的，背面的，里面的;adv.不对，错误，失当;不好，不公正;逆，颠倒，翻转;有毛病，不舒服;n.过失，错误;不义的行为;不义行为;犯罪;vt.委屈，无理地对待，诽谤;,26
748,post,n.邮件;邮政;柱，桩，杆;岗位;vt.张贴;宣布;设岗;邮寄;vi.快速行进;adj.有关赛跑（或赛马，赛狗）起点标志的;adv.〈外〉在后;用急件[驿马];赶紧地，火速地;,26
749,eyes,n.眼睛( eye的名词复数 );视力;眼状物;风纪扣扣眼;,26
750,houses,none,26
751,expensive,adj.昂贵的，花钱多的;豪华的;,26
752,expect,vt.期望;预料;要求;认为（某事）会发生;vi.预期;期待;怀胎;怀孕;,26
753,couldn,none,26
754,advertisers,none,26
755,goods,none,26
756,lose,vt.失去;错过;遗失;耽搁;vi.损失;输掉;走慢;降低价值;,26
757,communication,n.通讯，通信;交流;书信;传达;,26
758,project,vt.放映;计划;发射;展现，使突出;vi.伸出，突出;,26
759,item,n.条，条款;项目;一则;一件商品（或物品）;adv.又，同上;,25
760,basic,adj.基本的;[化学]碱性的;[地质学]基性的;首要的;n.基础，基本;基本原则，基本原理，基本规律;要素;基础训练;,25
761,supposed,adj.（按规定、法律、协议等）（不）应当;假定的;（只用于否定句）不准;（对某人所说的话表示气愤或不大理解）那是什么意思;v.料想( suppose的过去式和过去分词);意味着;[用于被动语态]认为应该;[用于祈使句]让;,25
762,agree,vt.& vi.同意，赞同;vi.[语]一致，符合;商定，约定;意见相合;（气候、食物等）适宜;vt.同意，承认;使和谐一致;认为正确无误;,25
763,investment,n.投资，投资额;封锁;（时间、精力的）投入;值得买的东西;,25
764,beginning,n.开始;根源;原始思想;前兆;v.开始( begin的现在分词);,25
765,dogs,none,25
766,toward,prep.对于;向;为了;接近;adj.即将来到的;进行中的;,25
767,saying,n.话;说话;谚语，格言;v.说(say的ing形式);,25
768,near,adv.（空间）在近处;在附近;（时间）临近;（程度）几乎;prep.（表示程度）接近;（表示位置）靠近;（表示时间）将近;接近于（某种状态）;adj.近的;亲密的;近似;（亲属关系）近亲;,25
769,graduates,none,25
770,details,n.详细资料;详述( detail的名词复数 );（照片、绘画等的）细部;细目;各种细节;,25
771,whole,adj.全部的，所有的;完整的;n.整体，整个;全部;,25
772,nearly,adv.几乎，差不多;险乎;,25
773,protection,n.保护;护照;[经]保护贸易制，保护政策;（向歹徒缴纳的）保护费;,25
774,involved,adj.复杂难懂的;与他人有密切关系的;受牵扯的;作为一部份参与的;v.表明（某人参与了罪行等）(involve的过去式和过去分词);使参与;牵涉;使专心于;,25
775,town,n.城镇，市镇;小村庄;城镇居民;商业中心;,25
776,head,n.上端;头脑;头部;首脑，首长;vt.用头顶;前进;作为…的首领;站在…的前头;vi.朝…行进;出发;向…方向移动;船驶往;adj.头的;在前头的;首要的;在顶端的;,25
777,takes,none,25
778,hotel,n.旅馆，宾馆，酒店，饭店;vt.使…在饭店下榻;vi.进行旅馆式办公;,25
779,regular,adj.有规律的;规则，整齐的;不变的;合格的;n.正规军;主力（或正式）队员;常客;adv.定期地;经常地;,25
780,classes,n.班( class的名词复数 );等级;阶级;种类;,25
781,nation,n.国家;民族;国民;政府;,25
782,sth,none,25
783,ingredients,n.（混合物的）组成部分( ingredient的名词复数 );（烹调的）原料;（构成）要素;因素;,25
