,单词,翻译,出现次数
1530,game,n.游戏，运动;比赛，竞赛;诡计;猎物;adj.受伤的，瘸的;对…有兴趣的;雄赳赳的;关于野味的;v.打赌，赌输赢;赌输;,13
1531,rent,n.租金;地租;（意见等的）分裂，分歧;（衣服等的）裂缝;vt.& vi.出租;付地租;“rend”的过去式和过去分词;租借;adj.撕碎的;分裂的;,13
1532,enhance,vt.提高，增加;加强;,13
1533,image,n.影像;肖像;概念，意向;镜像，映像;vt.反映;想像;作…的像;象征;,13
1534,taught,v.教( teach的过去式和过去分词 );教书;训练;教育;,13
1535,commonly,adv.通常地;一般地;平凡地;粗俗地;,13
1536,unless,conj.除非，如果不;prep.除了，…除外;,13
1537,salary,n.薪水，薪金，薪俸;vt.给…加薪;给…薪水;发…薪水;付…薪水;,13
1538,electricity,n.电力;电流，静电;高涨的情绪;紧张;,13
1539,methods,n.method的复数：方法;方法( method的名词复数 );方法论;教学法;分类法;,13
1540,picked,adj.精选的，摘下的;v.采( pick的过去式和过去分词 );摘;啄;叼;,13
1541,asks,none,13
1542,produced,adj.（叶子等）畸形伸长的，引长的;v.生产( produce的过去式和过去分词 );产生;制作;创作;,13
1543,heat,n.热，热度，高温;热烈，激烈;（身体的）发烧，发热;发情;vt.&vi.使温暖，使热;激发…的感情，使兴奋;,13
1544,emissions,none,13
1545,retailers,n.零售商，零售店( retailer的名词复数 );,13
1546,advance,vt.（使）前进;将…提前;预付;提出;vi.（数量等）增加;向前推（至下一步）;上涨;n.增长;借款;（价格、价值的）上涨;预付款;adj.预先的;先行的;,13
1547,garden,n.花园，菜园;公园;供应点心的露天设施;大型公共礼堂;vt.造园，开辟（一小片土地）作为花园;以花园装饰;vi.从事园艺;adj.花园的，园艺的;普通的，平凡的;,13
1548,commercial,adj.商业的;贸易的;营利的;靠广告收入的;n.（电台或电视播放的）广告;,13
1549,factors,none,13
1550,differences,n.差别( difference的名词复数 );差异;差距;分歧;,13
1551,admission,n.准许进入;承认;坦白;入场费;,13
1552,liberal,n.自由主义者;自由党党员;adj.开明的;自由的;慷慨的;不拘泥的;,13
1553,depends,none,13
1554,michelle,n.米歇尔（女子名）;[人名]诗雅;[女子名] 米歇尔 Michael的阴性;,13
1555,print,n.（由底片印出的）照片;印刷字体;印痕;印成的图画;vt.（在松软的表面）压印;把…付印;vt.& vi.用印刷体写;冲洗（照片）;登载;在纸上印;,13
1556,figures,none,13
1557,ipad,none,13
1558,tho,adv.可是，不过;,13
1559,driverless,none,13
1560,beer,n.啤酒，麦酒;（一般）发酵饮料;[印，纺]比尔;,12
1561,tools,n.工具( tool的名词复数 );（有助于做工或完成某事的）用具;受人利用的人;,12
1562,fashion,n.时尚，时装;时装领域，时尚界;方式，方法;vt.制作，塑造;使适应;,12
1563,meant,v.意味;打算(mean的过去式和过去分词);表示…的意思;,12
1564,conventional,adj.传统的;习用的，平常的;依照惯例的;约定的;,12
1565,seven,num.七;七个;第七;n.七;七个;,12
1566,unusual,adj.不常见的，不普通的，难得的，罕有的;异乎寻常的，例外的，奇异的;独特的;与众不同的;,12
1567,structure,n.结构;构造;建筑物;体系;vt.构成，排列;安排;,12
1568,minds,none,12
1569,asking,n.问;寻问;请求;要求;v.问（ ask的现在分词 ）;询问;要求;请求;,12
1570,failing,n.（性格中的）弱点，缺陷，短处;prep.如果（某事）不发生;如果没有（某事物）;如果（某人不在）;如果没有（某人）;v.在…中失败( fail的现在分词);衰退;不及格(fail的ing形式);破产;adj.失败的;衰退中的;减弱中的;,12
1571,failure,n.失败，不及格;缺乏，不足;破产，倒闭;失败的事，失败者;,12
1572,above,prep.（表示程度）超过;（表示等级）在…之上;（表示位置）在…正上方;（表示比较）优于;adv.在上面;以上;上述;n.上述;adj.上述的;,12
1573,improving,n.改进，改善（质量），精炼;v.改善，改进，提高( improve的现在分词 );提高（土地、地产）的价值;利用（机会）;抓紧（时间）;,12
1574,property,n.特性，属性;财产，地产;[戏]道具;所有权;,12
1575,confidence,n.信心;信任;秘密;adj.骗得信任的;欺诈的;,12
1576,shelves,n.架子;架( shelf的名词复数 );棚;沙洲;暗礁;v.将（书等）放置在架子上( shelve的第三人称单数 );将…搁在一边;（陆地）逐渐倾斜;,12
1577,forget,vt.忘记，忘却;忽略，疏忽;遗落;忘掉;vi.忘记;忽视;,12
1578,complicated,adj.结构复杂的;混乱的，麻烦的;v.使复杂化( complicate的过去式);,12
1579,bicycle,n.自行车;脚踏车;v.骑自行车;,12
1580,sensitive,adj.敏感的;感觉的;[仪]灵敏的;易受影响的;n.敏感的人;有灵异能力的人;,12
1581,calling,n.呼喊;（从事某职业或活动的）欲望;职业;邀请;v.叫( call的现在分词);通电话;认为;估计;,12
1582,argue,vt.坚决主张;提出理由证明;说服，劝告;表明，证明;vi.争论，辩论;提出理由;,12
1583,anyway,adv.无论如何;而且;尽管;至少;,12
1584,terrible,adj.可怕的;危害极大的;<非正>很糟的;劣质的;adv.口〉非常，很，极;n.可怕的人;,12
1585,peers,n.同等的人，贵族;vi.凝视，窥视;vt.与…同等，封为贵族;v.凝视( peer的第三人称单数 );盯着看;同等;比得上;,12
1586,thank,vt.谢谢，感谢;责怪，把…归于;n.感谢，谢谢，道谢的话;,12
1587,wild,adj.野生的;野蛮的;狂热的;荒凉的;n.荒野;未开化的地方;偏远地区;人烟稀少的地区;adv.疯狂地;胡乱地;,12
1588,governments,n.政府( government的名词复数 );治理的形式;政体;,12
1589,held,v.拿（ hold的过去式和过去分词 ）;举行;保留;,12
1590,added,adj.更多的;附加的;额外的;v.加;加入;增加;添加;,12
1591,vast,adj.广阔的;巨大的;大量的;巨额的;n.浩瀚;广大无边的空间;,12
1592,suffer,vi.受痛苦;受损害;变糟;变差;vt.忍受;容忍;容许;遭受;,12
1593,experienced,adj.有阅历的;有见识的;老练的，熟练的;有经验的，有丰富经验的;v.“experience”的过去式和过去分词;,12
1594,priority,n.优先，优先权;（时间，序上的）先，前;优先考虑的事;[数]优先次序;,12
1595,draw,vt.& vi.绘画;拖，拉;招致;吸引;vt.画;拉;吸引;vi.移动;拔出剑;皱缩;汲取;n.平局;抽奖;,12
1596,appealing,adj.吸引人的，令人心动的;恳求的;v.（迫切）要求(appeal的现在分词);将…上诉;,12
1597,europe,n.欧洲;欧盟;（除英国以外的）全欧洲;除英国外的欧洲国家;,12
1598,regions,n.地区( region的名词复数 );[数学]区域;（艺术、科学等的）领域;行政区;,12
1599,severe,adj.严峻的;严厉的;剧烈的;苛刻的;,12
1600,switch,n.开关;转换，转换器;软鞭子;[信]接线台;vt.& vi.转变，改变;转换;关闭电流;鞭打;vt.转换;挥动（棍棒、鞭子等）;迅速转动;鞭打;vi.交换;调换;,12
1601,stuck,v.刺(stick 的过去式及过去分词);adj.动不了的;被卡住的;被…缠住的;被…难住的，不知所措;,12
1602,regularly,adv.有规律地，按时，照例，按部就班地;整齐地，有条不紊地;经常，不断地;定期地;,12
1603,leaves,n.树叶，花瓣;(leaf的复数);页( leaf的名词复数 );叶子;有…状叶的;金属薄片;v.离开( leave的第三人称单数 );遗弃;忘了带;交托;,12
1604,sort,n.分类，类别;品质，本性;方法;一群;vt.& vi.分类;整顿，整理;适合;vt.挑选;把…分类;将…排顺序;vi.分类;交往;协调;,12
1605,weight,n.重量，体重;重担，重任;重要;[统]权，加重值，权重;vt.加重于，使变重;使负重，使负担或压迫;[统]使加权，附加加重值于;,12
1606,seeking,v.寻找，探寻( seek的现在分词 );企图;试图;探索;,12
1607,active,adj.积极的，活跃的，有生气的;迅速的，敏捷的;有效的，起作用的;n.[语法]主动语态;积极分子，活跃的人;,12
1608,effectively,adv.有效地;实际上，事实上;,12
1609,apply,vt.应用，运用;申请;涂;敷（药）;vi.申请，请求，适用;适用，适合;专心致志;,12
1610,ryan,none,12
1611,typical,adj.典型的;特有的或特别的;代表性的;,12
1612,soft,adj.软的，柔软的;温和的，柔和的;不含酒精的;轻松的;n.柔软之物，柔软的部分;adv.柔和地;温柔地;,12
1613,topic,n.主题;话题，论题;标题，细目;,12
1614,fifth,num.第五;n.五分之一;第五音，五度音程;<美>五分之一加仑（瓶）;,12
1615,para,n.<口>帕拉胶;,12
1616,happens,none,12
1617,unable,adj.不能的，不会的;无能力的，不熟练的;不能胜任的;〈罕，诗〉弱，无力的;,12
1618,sat,v.坐(sit的过去式，过去分词);n.SAT美国学术能力评估测验;,12
1619,invested,none,12
1620,includes,v.包括( include的第三人称单数 );包含;列入;包住;,12
1621,basis,n.基础;主要成分;基准，基本原则;,12
1622,touch,vt.触摸;使某物与…轻轻接触;吃或喝，尝;[数]与…相切;n.触摸，碰;触觉，触感;修饰，润色;痕迹;vi.接触;联系;,12
1623,declined,none,12
1624,funds,n.基金( fund的名词复数 );储备;现款;特别基金管理机构;,12
1625,contest,vt.竞争，为…而奋争;辩驳;vi.争斗;竞争;争夺;,12
1626,shortage,n.不足，缺点;缺少;缺少量;不足额;,12
1627,funding,n.用发行长期债券的方法来收回短期债券;提供资金;v.提供资金;“fund”的现在分词;,12
1628,engage,vt.吸引住;聘用;与…交战;vi.与…建立密切关系;衔接;从事;紧密结合;,12
1629,tuition,n.学费;教学，讲授;,12
1630,messages,n.信息( message的名词复数 );便条;要旨;主题思想;,12
1631,fits,none,12
1632,solve,vt.解决;解答;解释;清偿（债务）;,12
1633,package,vt.包装;把…装箱;向…提出一揽子计划;n.包裹;包装袋;包装盒;一组建议;,12
1634,laws,n.法( law的名词复数 );法学;规律;法制;,12
1635,surroundings,n.（周围的）环境[事物];环境，周围的事物( surrounding的名词复数);一带;,12
1636,sorry,adj.对不起的;无价值的，低等的;遗憾的;感到伤心的;,12
1637,machine,n.机器，机械;机械般的人;核心;vt.用机器制造，用机器加工;vi.被机器切削;,12
1638,succeed,vi.成功;继承;vt.继承，继任，继位;随…之后;,12
1639,excuses,none,12
1640,cheating,adj.欺骗的;v.欺骗，哄骗( cheat的现在分词 );（尤指在游戏、比赛、考试等中）欺诈;作弊;已婚或有固定性伙伴的人与他人有秘密性关系;,12
1641,statistics,n.统计，统计学，统计法，统计资料;统计数字;“statistic”的复数;,12
1642,sustainable,adj.可持续的;可以忍受的;可支撑的;,12
1643,solutions,n.(solution的复数形式)解答;解决（办法）;解释;[数]解法，解式;解决( solution的名词复数 );溶解;溶液;答案;,12
1644,tony,adj.高贵的，时髦的;,12
1645,concentrate,vt.& vi.专心于;注意;集中;聚集;vt.浓缩，（使）浓缩;[采矿]汰选;选矿，精选，富集;vi.凝缩，浓缩，提纯;n.浓缩物;adj.集中起来的，经过浓缩的;,12
1646,submit,vi.顺从，服从;甘受，忍受;vt.使服从，使顺从;提交，呈送;[法]主张，建议;,12
1647,vi,none,12
1648,cuisine,n.烹饪，烹调法;菜肴;,12
1649,france,n.[地名]法国，法兰西;[姓氏]法郎士;[人名] 弗朗斯;,12
1650,tamlyn,none,12
1651,hardly,adv.几乎不;简直不;刚刚;严厉地，粗鲁地;,12
1652,provided,conj.如果;假如;在…的条件下;v.提供，供给( provide的过去式和过去分词);,12
1653,exception,n.例外，除外;反对，批评;[法律]异议，反对;,12
1654,doubt,n.怀疑，疑虑;未确定;vt.怀疑，疑惑;vi.不确定，不能肯定或怀疑;,12
1655,harmful,adj.对…有害的;能造成损害的;不利;不良;,12
1656,replaced,v.取代( replace的过去式和过去分词 );更换;把…放回原位;（用…）替换;,12
1657,daycare,n.日托，幼儿园;,12
1658,museums,n.博物馆( museum的名词复数 );,12
1659,professors,n.教授( professor的名词复数 );（大学的）讲师，教员;,12
1660,flexible,adj.灵活的;易弯曲的;柔韧的;易被说服的;,12
1661,rural,adj.乡下的，农村的;田园的;地方的;农业的;,12
1662,spelling,n.拼写;拼法;v.拼写( spell的现在分词);意味着;,12
1663,stanford,none,12
1664,kept,adj.受人资助控制的;v.（使）保持， （使）继续（ keep的过去式和过去分词 ）;（食品）保持新鲜;保有;保存;,12
1665,prof,n.教授;,12
1666,productive,adj.富有成效的;多产的;生产性的;具有创造性的;,12
1667,eliminate,vt.排除，消除;淘汰;除掉;<口>干掉;,12
1668,ambitious,adj.有雄心的;有野心的;费力的;耗资的;,12
1669,element,n.[化]元素;要素;原理;[电]电阻丝;,12
1670,evolution,n.演变;进化;发展;,12
1671,contributing,adj.贡献的，起作用的;v.捐献( contribute的现在分词 );捐助;撰稿;投稿;,12
1672,ultimately,adv.最后，最终;基本上;根本;郅;,12
1673,pace,n.一步;长度单位;步幅，步调;快步;vt.踱步，走来走去;步测;调整步调;训练马溜蹄;vi.踱;溜蹄;prep.蒙…恩准，怀着对…的敬意;,12
1674,pension,n.退休金，养老金;膳宿费;生活津贴;寄宿学校;vt.发给…养老金[退休金];准予退休，强迫退休（并发给退休金）;,12
1675,friendly,adj.友好的，亲密的;有帮助的;互助的;n.友谊赛;,12
1676,fair,adj.公平的;合理的;晴朗的;美丽的;adv.公平地;直接地;清楚地;正大光明地;n.集市，庙会;商品交易会，展览会;美人，美丽的事物;vt.（卡通制作）顺利接合;（动作）衔接协调;（飞机）装配平整;使（飞机接合部）平滑;vi.转晴;,12
1677,gap,n.缺口;分歧;间隔;美国休闲服饰品牌;vt.造成缝隙;使成缺口;使豁裂;vi.豁开;张开;有缺口;露出裂口;,12
1678,skin,n.皮，皮肤;（蔬菜，水果等）外皮;毛皮;vt.剥皮，削皮;擦破皮，擦伤;欺骗;vi.使愈合，长皮;adj.<俚>色情的;,12
1679,restrictions,none,12
1680,technologies,none,12
1681,silicon,n.<化>硅;硅元素;,12
1682,inkling,n.想法，暗示，迹象;,12
1683,divide,vt.& vi.分;划分;分离;（使）产生分歧;n.分水岭，分界线;分配;,12
1684,ice,n.冰;雪糕;冷淡;冰状物;vt.& vi.（使）结冰;vt.结冰;冰镇;vi.结冰;adj.冰的;,12
1685,exploration,n.探测，勘探，探险;搜索，研究;[医]探查术;,12
1686,depressed,adj.情绪低落的，沮丧的;萧条的;下陷的，低的;中间凹下的;v.压下(depress的过去式和过去分词);使愁苦;降低（价格）;使跌价;,11
1687,apple,n.苹果;苹果树;苹果公司;,11
1688,reached,none,11
1689,executives,none,11
1690,raised,adj.凸起的;浮雕的;有凸起花纹的;发酵的;v.引起( raise的过去式和过去分词 );提高（价格等）;提起;唤起;,11
1691,richard,n.理查德（男子名）;,11
1692,argued,none,11
1693,died,none,11
1694,senior,adj.（级别、地位等）较高的;资深的;年长的;<美>最高年级的;n.上级;<美>毕业班学生;较年长者;地位较高的，资历较深的;,11
1695,focused,none,11
1696,networks,none,11
1697,uses,none,11
1698,employment,n.雇用;使用;职业;有益的活动;,11
1699,largely,adv.大部分地，主要地;大规模地;丰富地;,11
1700,granted,conj.假定，就算;v.（退一步）承认( grant的过去式和过去分词 );（尤指正式地或法律上）同意;准许;让渡;,11
1701,capacity,n.容量;才能;性能;生产能力;adj.充其量的，最大限度的;,11
1702,relevant,adj.有关的，中肯的;相关联的;确切的;有重大意义[作用]的，实质性的;,11
1703,newly,adv.新近，最近;重新，又，再度;以新的方式;乍;,11
1704,sale,n.卖，出卖;销售额，销售;销路;拍卖;,11
1705,comfort,n.安慰;舒适;使人舒服的事物;给予援助或安慰的人或事;vt.安慰，使舒适;使（痛苦等）缓和;,11
1706,considerably,adv.相当，非常，颇;,11
1707,win,vt.& vi.（在…中）获胜，赢;战胜（对手）;vt.（通过努力等）赢得;说服;达到（目的、要求等）;获得…;n.（体育比赛中）胜利，赢;[常用复数]赢得物;收益;vi.顺利到达，成功;,11
1708,finish,vt.& vi.完成;结束;吃光;使筋疲力尽;n.结尾;结束;最后阶段;抛光;,11
1709,corn,n.<英>谷物;<美>玉米;鸡眼;,11
1710,programming,n.规划，设计;编程;v.训练( programme的现在分词 );培养;预调;,11
1711,math,n.数学（等于mathematics）;,11
1712,pretty,adj.漂亮的;机灵的，聪明的;adv.相当，颇;n.漂亮的人（或东西）;,11
1713,taste,n.味道;滋味;味觉;风味;vt.& vi.尝，品尝;vt.吃;喝;浅尝;vi.尝味;略进（饮食）;（少量地）吃;有某种味道;,11
1714,plants,"n.(plural form of plant,plant的复数形式)植物，农作物;植物( plant的名词复数 );工厂;发电厂;幼苗;v.种植( plant的第三人称单数 );建立;移植（动物、植物）;在（某处）栽种;",11
1715,ad,n.广告;网球中的优势分advantage. ad in;,11
1716,mostly,adv.大部分，多半;主要地;基本上;通常;,11
1717,cheap,adj.便宜的，廉价的;劣质的，低劣的;小气的，可鄙的;adv.便宜地;卑鄙地;,11
1718,date,n.日期，日子;约会;时代，年代;（北非和西亚常见的海枣树的）海枣;vt.过时;使…显老;显示出…时代（或年龄）;鉴定…的年代;vt.& vi.与人约会，相约;vi.属于某一特定时期;从某时起计算日期;记载日期;注有（或注明）日期;,11
1719,difference,n.差别，差异;[数]差数，差额;意见分歧;特色;vt.辨别，区分;,11
1720,classmates,n.（同班）同学( classmate的名词复数 );砚兄砚弟;,11
1721,participate,vi.参加某事;分享某事;vt.得到或接受某部分东西;,11
1722,worried,adj.困恼的，为难的;担心的;v.担心( worry的过去式和过去分词);,11
1723,wearing,adj.使人疲乏的，令人厌烦的;v.穿着( wear的现在分词 );磨成;使疲乏;同意;,11
1724,explains,none,11
1725,perfect,adj.完美的;正确的;优秀的;极好的;n.[语]完成时;,11
1726,becomes,none,11
1727,scientist,n.科学家;科学工作者;,11
1728,reflect,vt.& vi.反射（光、热、声或影像）;考虑;vt.反射，反照;表达;显示;折转;vi.映出;反射;深思熟虑;慎重表达;,11
1729,welcome,vt.欢迎;乐于接受;adj.受欢迎的;令人愉悦的;表示感谢的;n.欢迎，迎接;,11
1730,egg,n.鸡蛋，蛋;卵;<俚>家伙;vt.煽动，怂恿;用蛋烹调;<俚>向人扔鸡蛋;,11
1731,characters,n.[计] 字符;（令人讨厌的或古怪的）人（ character的名词复数 ）;特征;品质;人物;,11
1732,bird,n.鸟，禽;<俚>少女，姑娘，人，家伙，东西;<口>飞机，火箭，导弹;vi.观察和辨认鸟;捕鸟，打鸟;,11
1733,brief,adj.短暂的;（衣着）短的;简洁的;简明的;vt.向…介绍基本情况;（尤指事前）向…介绍基本情况;向…下达简令;在…事先向…做简要指点;n.概要;短文;简短声明;（争议一方的情况或论点）要点摘录;,11
1734,twice,adv.两次;两倍;两遍;,11
1735,waiting,n.等候;（宫廷中的）侍奉;侍女;侍奉期间;adj.等待的;（尤指因迟到）让人等候;服侍的;（用于告诉某人立刻行动）你还在等什么呢;v.等候( wait的现在分词 );等待;（尤指长期地）希望;盼望;,11
1736,accidents,n.意外遭遇( accident的名词复数 );事故;机遇;命运;,11
1737,front,n.前面;正面;身体前部;前线;adj.前面的;正面的;舌前的;v.面向;在…前面;用…作正面;领导;,11
1738,spot,n.地点，场所;斑点，污点;[股票]现货;职位，职务;v.弄上污渍，弄上斑点;污辱，玷污;认出，发现;散步;adj.现场的;现货的;插播的;abbr.satellite positioning and tracking 卫星定位和跟踪;,11
1739,expert,n.专家，能手;权威;行家，高手;熟练者;adj.专家的;（技术）熟练的;老手;需要专门知识（或技术）的;vt.以专家身份研究（或检查），像专家那样研究（或检查）;由专家审读（书籍等）;vi.做专家工作，担任专家，成为高手（或能手）;,11
1740,flight,n.（物体的）飞行;航班;飞翔;楼梯的一段;vi.成群地迁徙或飞行;vt.射击;使惊飞;,11
1741,web,n.蜘蛛网，网状物;[机]万维网;织物;圈套;vt.在…上织网;用网缠住;使中圈套;形成网状;,11
1742,taxi,n.出租车;滑行;vi.乘出租车;（指飞机）在地面或水面滑行;vt.用出租车运送;使滑行;,11
1743,wind,n.风;气流;吞下的气;管乐器;vt.蜿蜒;缠绕;上发条;使喘不过气来;adj.管乐的;,11
1744,seemed,none,11
1745,immediately,adv.立即，马上;直接地;紧接地;conj.一…就，即刻;,11
1746,owners,n.物主，所有人( owner的名词复数 );,11
1747,peace,n.和平;和睦;治安;安心;,11
1748,distant,adj.遥远的;冷漠的，冷淡的;远离的，远隔的;不太清晰的;,11
1749,directly,adv.直接地;不久，立即;正好地，恰好地;坦率地;conj.一…就…;,11
1750,otherwise,adv.否则;另外;别的方式;adj.别的，另外的;不同的;conj.否则，不然;,11
1751,partner,n.伙伴;同伙;同伴;配偶;vt.使合作;与…合伙;vi.合伙;合股;成为搭档;,11
1752,creating,v.创造( create的现在分词 );引起;造成;封;,11
1753,six,n.六;六个;六岁;六点;num.六;六个;,11
1754,standard,n.标准，规格;旗，军旗;度量衡标准;直立支柱;adj.标准的，合格的;普遍的，一般的;公认为优秀的;,11
1755,recover,vt.恢复;重新获得;找回;<正>恢复（适当的状态或位置）;vi.恢复健康（体力、能力等）;n.恢复开始时姿势;,11
1756,advances,n.接近，友好的表示，求爱;增长( advance的名词复数 );借款;（价格、价值的）上涨;v.（使）前进( advance的第三人称单数 );（使）发展;促进;提高;,11
1757,cure,vt.治愈;矫正;解决;消除;vi.受治疗;被加工处理;n.治愈;药物;疗法;措施;,11
1758,administration,n.管理;实行;（政府）行政机关;（法律、处罚等的）施行;,11
1759,photo,n.照片，相片;vt.& vi.（给…）拍照;,11
1760,profitable,adj.有利可图的，有益的;可赚钱的，合算的;,11
1761,shared,adj.共享的，共用的;,11
1762,feeding,none,11
1763,unsure,adj.不确定的;缺乏信心的，无把握的;不稳定的;不可靠的;,11
1764,finance,n.财政;金融;财源;资金;vt.为…供给资金， 从事金融活动;赊货给…;掌握财政;,11
1765,blood,n.血，血液;流血，杀戮，杀人（罪），牺牲;有…类型的血的，血统;血气，气质;vt.用血染（皮革等），用血弄湿;使出血，抽…的血;让新人初试做某事，使先取得经验;,11
1766,efficient,adj.有效率的;（直接）生效的;能干的;（因省钱、省时或省力等而）收效大的;,11
1767,translating,v.翻译( translate的现在分词 );解释;转化;被翻译;,11
1768,brackets,n.括弧( bracket的名词复数 );等级;类别层次;壁架;v.把…括在括弧内( bracket的第三人称单数 );把…归为一类;,11
1769,hundreds,n.数百;一百( hundred的名词复数 );,11
1770,hired,v.聘用( hire的过去式和过去分词 );录用;雇用;租用;,11
1771,industries,none,11
1772,intense,adj.热情的，强烈的，紧张的;热烈的，热情的，认真的;[摄]（底片）明暗度强的;有强烈感情（或意见、想法）的;,11
1773,spread,vt.& vi.伸开;展开;（使）传播;（使）散布;n.范围;连续的一段时间;vt.涂;把…覆盖在…上(over);把…敲平;散发（气、烟等）;vi.（景色、景致）展现;传开;（人群）散开;软化;adj.张开的;[语言学]双唇展开的;（宝石）扁薄发光的;（文章、照片等）跨两栏（或多栏）的;,11
1774,committed,adj.忠诚的，坚定的;v.保证（做某事、遵守协议或遵从安排等）( commit的过去式和过去分词 );把…托付给;把…记（或写）下来;承诺;,11
1775,england,n.英格兰;英国;,11
1776,partners,none,11
1777,pressures,none,11
1778,technical,adj.技术（性）的，工艺的，学术（上）的，专门（技术）的，艺术的;[法]根据法律的，法律上的;[商]人造的，用工业方法制造的，由市场内部因素（如投机等）引起的;〈美俚〉外表的，表面上的，浅薄的;,11
1779,faculty,n.能力，才能;全体教职员;<英>（大学的）专科，系;特权，特许;,11
1780,afternoon,n.下午;后期，后部;,11
1781,launch,vt.发射;[计算机]开始（应用程序）;发动;开展（活动、计划等）;vi.投入;着手进行;热衷于…;n.投掷;大船上的小艇;大型敞篷摩托艇;,11
1782,quantity,n.量，数量;定量，大批;数目;[语音学、韵律学]音量（指元音或音节的长短）;,11
1783,diners,none,11
1784,depending,v.依靠( depend的现在分词 );依赖;信赖;决定于;,11
1785,lecture,n.演讲;训斥，教训;vi.作演讲;vt.给…作演讲;教训（通常是长篇大论的）;,11
1786,challenging,adj.挑战性的;引起兴趣的;令人深思的;v.挑战，质疑(challenge的现在分词);,11
1787,treated,adj.已处理过的，精制过的，加工过的;v.处理( treat的过去式和过去分词 );探讨;对待;请（客）;,11
1788,relative,adj.相关的;相对的;相互有关的;比较而言的;n.亲属，亲戚;相关物;亲缘植物（或动物）;[语法学]关系词;,11
1789,humanity,n.人类;人性;人道;人文学科;,11
1790,roommates,n.<英>室友，住在同室的人( roommate的名词复数 );<美>同住一屋（一套公寓等）的人;,11
1791,primarily,adv.首先;首要地，主要地;根本上;本来;,11
1792,regulation,n.管理;控制;规章;规则;adj.规定的，必须穿戴的，必须使用的;,11
1793,vary,vi.变化;不同，偏离;[生]变异;vt.使不同;使多样化;[音乐]变奏;,11
1794,fathers,none,11
1795,tool,n.器具，工具;（有助于做工或完成某事的）用具;受人利用的人;压印机;vt.用工具给…加工;压印;驾车到处跑;vi.使用工具;开车，乘车;,11
1796,glasses,n.眼镜;双筒望远镜;玻璃( glass的名词复数 );玻璃杯;玻璃器皿;眼镜;,11
1797,contrast,n.对比，对照;差异;对照物，对立面;[摄]反差;,11
1798,dependent,adj.依靠的;依赖的;取决于…的;有瘾的;n.受抚养人;受赡养者;依赖他人者;扈从，侍从;,11
1799,predicted,none,11
