,单词,翻译,出现次数
4595,struggling,adj.奋斗的，努力的，苦斗的;v.搏斗( struggle的现在分词 );奋斗;努力;争取;,3
4596,insist,vt.& vi.坚持;强调;坚决要求;坚决认为;,3
4597,worries,v.担心( worry的第三人称单数 );为…发愁;（使）困扰;（使）烦恼;,3
4598,dominate,v.支配，影响;占有优势;在…中具有最重要的特色;在…中拥有最重要的位置;,3
4599,masses,n.民众，劳动阶层;大量( mass的名词复数 );大多数;[物理学]质量;大量的东西;,3
4600,difficulties,none,3
4601,seasons,n.季（节）( season的名词复数 );时期;活动期;季;,3
4602,swedish,adj.瑞典的;n.瑞典语;（总称）瑞典人;,3
4603,july,n.七月;,3
4604,specifically,adv.特有地，明确地;按种别地;按特性地;,3
4605,minority,n.少数;少数民族;未成年;,3
4606,waving,adj.波浪状的;v.飘扬，摇摆，起伏( wave的现在分词 );（一端固定地）飘扬;挥手指引;挥动…示意;,3
4607,supervisor,n.监督者，管理者;镇长;,3
4608,proverb,n.谚语，格言;话柄，笑柄;人人知道的事情，有名的事情;俚谚剧，俚谚游戏;,3
4609,survivors,n.幸存者，残存者，生还者( survivor的名词复数 );,3
4610,earthquake,n.地震;大变动;动乱;,3
4611,smoothly,adv.平滑地;流畅地;平稳地;顺利地;,3
4612,terminal,adj.末期的;晚期的;定期的;末端的;n.终端;终点站;航空站;（电路的）端子;,3
4613,cigarette,n.纸烟，香烟;,3
4614,hang,vt.悬挂;（被）绞死;贴，装饰;使悬而未决;vi.悬垂;被吊死;附属，依靠;悬而未决;n.悬挂的样子;（动作的）暂停;〈口〉大意，要点;〈口〉做法，诀窍;,3
4615,prime,adj.最好的;首要的;最初的;基本的;n.精华;初期;全盛时期;青年;vt.使准备好;填装;事先指导;adv.极好地;vi.（为枪炮）装火药;涂底漆;修剪树枝;注水入泵引起;,3
4616,perseverance,n.毅力 ;韧性;不屈不挠的精神;,3
4617,alfie,none,3
4618,presentation,n.提交;演出;陈述，报告;颁奖仪式;,3
4619,prevailed,none,3
4620,neighbouring,adj.邻近的;接壤的;,3
4621,pawn,n.典当，抵押物;（国际象棋中的）兵，卒;<比喻>爪牙;人质;vt.典当，抵押;以（某事物）担保;拿（生命，名誉等）作保证;,3
4622,recipes,n.烹饪法( recipe的名词复数 );食谱;方法;秘诀;,3
4623,beef,n.牛肉;菜牛（饲养以供肉食的牛）;体力;怨言，牢骚;vi.抱怨，大发牢骚;,3
4624,custard,n.蛋奶糊，牛奶沙司，蛋羹;,3
4625,perceptions,none,3
4626,exporting,v.出口，输出( export的现在分词 );传播，输出（思想或活动）;,3
4627,soul,n.灵魂;精神;幽灵;人;adj.美国黑人文化的;,3
4628,pub,n.酒馆，酒店;客栈;,3
4629,existed,none,3
4630,sunday,n.星期日，星期天;每逢星期日出版的报纸;星期日报;[人名] 森迪;,3
4631,chicken,n.鸡;鸡肉;胆小鬼;懦夫;adj.胆怯的;幼小的;胆小的;vi.以畏缩的方式去做，失去勇气;在最后一刻因胆怯而退出了;,3
4632,pig,n.猪;猪肉;令人不快（或讨厌）的人;金属块（锭）;vi.生小猪;像猪一样过活;举止像猪;贪吃;vt.吃得过量，大吃特吃;生小猪;,3
4633,inadequate,adj.不充足的;不适当的;不足胜任的;信心不足的;,3
4634,classic,adj.典型的;传统式样的;著名的;有趣的;n.文豪;文学名著;优秀的典范;古希腊与古罗马的文化研究（尤指对其语言与文学的研究）;,3
4635,insists,none,3
4636,loves,none,3
4637,collecting,none,3
4638,logic,n.逻辑，逻辑学;（做某事的）道理;推理方法;威力，压力，强制（力）;adj.逻辑的;,3
4639,journalist,n.新闻工作者，新闻记者;记日志者;,3
4640,hostess,n.女主人;（夜总会的）女招待;（电视或广播节目的）女主持人;（餐馆的）迎宾女招待;vt.作东，请客;,3
4641,advertises,none,3
4642,spends,v.用钱，花钱( spend的第三人称单数 );花费;消耗;花（时间）;,3
4643,neglected,none,3
4644,surgery,n.外科学，外科手术;手术室;诊所;诊断时间;,3
4645,husbands,none,3
4646,shorter,adj.短的( short的比较级 );不够;短缺的;短期的;,3
4647,overnight,adv.在晚上;在夜里;突然;很快;adj.一整夜的;晚上的;突然的;很快的;n.前一天的晚上;一夜的逗留;vi.过一夜;,3
4648,tolerance,n.宽容，容忍;限度;公差;耐药量，耐药性;,3
4649,prejudice,n.成见，偏见，歧视;侵害;伤害;vt.使有偏见;不利于，损害;,3
4650,indiana,n.印地安那州;,3
4651,penn,none,3
4652,assembly,n.立法机构;议会;集会;装配;,3
4653,ra,none,3
4654,motivates,none,3
4655,questioned,none,3
4656,conclusions,n.结束( conclusion的名词复数 );结论;推论;签订;,3
4657,negotiate,vi.谈判，协商，交涉;vt.谈判达成;成功越过;议价出售;,3
4658,curbing,n.边石，边石的材料;v.限制，克制，抑制( curb的现在分词 );,3
4659,occurring,n.<美口>事变，事件，事故;,3
4660,stir,vt.& vi.（使）移动;搅拌;（使）行动;（使）微动;vt.使打起精神;使奋起;叫醒;唤起;vi.苏醒;奋起;传播;发生;n.搅动;骚乱;激动;微动;,3
4661,simplify,vt.简化;使单纯;使简易;,3
4662,broader,adj.较广阔的，较广泛的;宽的( broad的比较级 );宽宏的;清楚的;…宽（用于表示距离的量度之后）;,3
4663,milligrams,none,3
4664,wishes,none,3
4665,drowning,n.溺水，溺死;v.（使）淹没， （使）溺死( drown的现在分词 );浸透;浸泡;压过;,3
4666,plentiful,adj.丰富的;富产的;丰饶的;充沛;,3
4667,sellers,none,3
4668,excitement,n.兴奋，激动;令人兴奋的事;刺激，振奋;,3
4669,hackers,n.计算机迷( hacker的名词复数 );私自存取或篡改电脑资料者，电脑“黑客”;,3
4670,urgency,n.紧迫;急迫;急事;紧要;,3
4671,chores,n.chore的复数;零星工作（尤指家常杂务）( chore的名词复数 );零活儿;,3
4672,championship,n.锦标赛;锦标，优胜，冠军称号;拥护者[支持者，提倡者]的身分;保持冠军称号的时期;,3
4673,till,conj.直到…时（为止）;在…之前;vt.耕种;耕作;n.钱柜，钱箱;放钱的抽屉;[地]冰碛土（物）;prep.直到;,3
4674,woods,n.森林;木( wood的名词复数 );（保龄球戏的）木瓶;树林;木头球棒（旧时通常有木制顶部的高尔夫球棒）;,3
4675,explaining,none,3
4676,waited,none,3
4677,anymore,adv.（不）再;目前;现在;今后;,3
4678,occupation,n.职业，工作;占有，占领;（土地、房屋、建筑等的）使用;,3
4679,proven,adj.经过验证或证实的;v.证明（ prove的过去分词 ）;检验，试验;,3
4680,weakens,none,3
4681,myths,n.神话( myth的名词复数 );杜撰出来的人[事物];,3
4682,attach,"vt.& vi.贴上，系;附上;vt.（有时不受欢迎或未受邀请而）参加;把…固定;把…归因于;（使）与…有联系;vi.从属;附着;伴随而来;联在一起(to, upon);",3
4683,discover,vt.发现;碰见;撞见;获得知识;,3
4684,brothers,none,3
4685,ski,n.滑雪;滑雪板;滑水橇;滑行装置;v.滑雪，滑冰;,3
4686,ray,n.（热或其他能量的）射线;光束，光线;微量;伞形花序柄;vt.放射;照射;（思想，希望等）闪现;发光;,3
4687,backward,adj.向后的;反向的;怯生生的;落后的;adv.向后地;相反地;回溯地;,3
4688,experimental,adj.实验的;根据实验的;试验性的;n.试验性的东西;,3
4689,persuaded,none,3
4690,persuade,vt.& vi.说服;劝说;使相信;使信服;,3
4691,streets,n.大街，街道( street的名词复数 );,3
4692,deprived,adj.缺少食物的;缺乏足够教育的;v.剥夺，夺去;使丧失(deprive的过去式和过去分词);,3
4693,bullying,none,3
4694,rhythm,n.[诗]节奏，韵律;[医]节律，规律;[乐]节拍;[艺]调和;,3
4695,lasts,none,3
4696,induce,vt.引诱;引起;[电]感应;归纳;,3
4697,downtown,n.市中心区;（市中）商业区;adj.商业区的，闹市区的;adv.在商业（闹市）区;到闹市区;,3
4698,defence,n.辩护;防御;防御工事;后卫;,3
4699,lawyer,n.律师，法学家;,3
4700,sweater,n.毛衣，运动衫;出汗（过多）的人，发汗剂;榨取别人血汗的人（或工厂、公司等）;adj.运动衫的;运动衫式的;,3
4701,files,n.文件夹( file的名词复数 );卷宗;纵列;v.提出（离婚诉讼或其他讼案）( file的第三人称单数 );把…归档;用锉锉;（法院或其它行政机关）定案;,3
4702,brother,n.兄弟;同事，同胞;同志;int.（表示生气或吃惊）我的老兄！;,3
4703,informative,adj.提供信息的;增长见闻的;,3
4704,tragedies,none,3
4705,accused,n.被告;v.指责(accuse的过去式和过去分词);控告;adj.被控告的;,3
4706,overtime,n.超出的时间，额外的时间;加班;加时赛;加班费;adv.超时地;加班地;v.使历时过久;使（曝光等）超过时间;,3
4707,intelligent,adj.聪明的;理解力强的;有智力的;[计]智能的;,3
4708,behavioral,adj.动作的;,3
4709,divorced,adj.离婚的;分开的;不相干的;脱离的;v.与…离婚(divorce的过去式和过去分词);分离;与某人离婚，判某人离婚;,3
4710,traits,n.人的个性，显著的特点，特征( trait的名词复数 );,3
4711,rewarding,adj.值得的;有报酬的;,3
4712,unmarried,adj.未婚的，独身的，单身的;v.离婚(unmarry的过去分词);,3
4713,likewise,adv.同样地;也，而且;,3
4714,recommended,adj.被推荐的;v.托( recommend的过去式和过去分词 );推荐;劝告;使显得吸引人;,3
4715,interconnected,none,3
4716,timely,adj.适时的;及时的;,3
4717,treasure,n.金银财宝;宝藏;珍宝;不可多得的人才;vt.重视;珍惜;珍视;储存;,3
4718,primitive,adj.原始的;发展水平低的;落后的;[生物学]原生的;n.原始人;早期的艺术家（作品）;单纯的人：不世故的人;自学的艺术家;,3
4719,realities,none,3
4720,emphasized,none,3
4721,returned,adj.被送回的，归来的;v.返回，回来( return的过去式和过去分词 );恢复;还;归还;,3
4722,carla,none,3
4723,messaging,none,3
4724,addicted,adj.上瘾的;沉迷于某种嗜好的;vt.使…上瘾(addict的过去分词);,3
4725,journals,n.（某学科或专业的）杂志( journal的名词复数 );期刊;日志;（用于报纸名）…报;,3
4726,establishment,n.企业;建立;（通常反对变革的）当权派;反对改革的保守当权派;,3
4727,generated,adj.发电的;v.生（儿、女）( generate的过去式和过去分词 );（通过物理或化学过程）发生;生成;引起;,3
4728,bishop,n.（基督教某些教派管辖大教区的）主教;（国际象棋的）象;香甜葡萄酒;,3
4729,nationwide,adj.全国范围的;全国性的;adv.在全国范围内;就全国而论;,3
4730,offline,adj.未连线的;未联机的;脱机的;离线的;adv.未连线地;未联机地;脱机地;离线地;,3
4731,relief,n.宽慰，安心;免除，减轻;救援物资;代班人;,3
4732,tidy,adj.整洁的，整齐的;（数量）相当大的;相当好的;健康的;n.盛零碎物品的容器;椅子的背罩;vt.& vi.使整洁;弄整齐;使有条理;整理，收拾;,3
4733,halfway,adv.在中途;到一半;在中间;大致上;,3
4734,assemble,vt.& vi.集合，收集;vt.装配，组合;,3
4735,endurance,n.耐久（力），持久（力）;忍耐，忍耐力;,3
4736,directors,n.主管( director的名词复数 );董事;负责人;导演;,3
4737,clerks,none,3
4738,initiative,n.主动性;主动精神;倡议;主动权;adj.自发的;创始的;初步的;,3
4739,correctly,adv.正确地，得体地;实事求是;,3
4740,reacting,adj.起反应的，反应的;v.起反应( react的现在分词 );反对;（对食物等）有不良反应;物质起化学反应;,3
4741,smarter,none,3
4742,resourceful,adj.资源丰富的，富于机智的，有策略的;灵活多样，善于随机应变;诡计多端的，鬼点子很多的;有本领;,3
4743,persistent,adj.持续的;坚持不懈的;持久的;坚持不渝;,3
4744,experimenting,none,3
4745,historic,adj.在历史上重要的，有历史影响的;历史的，历史上的;,3
4746,airplane,n.<美>飞机;,3
4747,withstand,vt.经受，承受，禁得起;反抗;vi.反抗;耐得住，禁得起;,3
4748,comic,adj.喜剧的;滑稽的，好笑的;连环画的;n.连环漫画;喜剧演员;滑稽人物;滑稽新闻;,3
4749,homing,adj.（鸟、动物）有返回原地的能力的;（武器等）自动导向的，导航的;n.（信鸽等的）归还性能;归航;自动引导;,3
4750,recorder,n.录音机;直笛;记录员;刑事法院法官;,3
4751,engine,n.发动机，引擎;工具;火车头;机车;vt.给…安装发动机;,3
4752,thick,adj.浓的，茂密的;厚的，粗大的;稠密的;不透明的;adv.密集地;不清晰地;〈口〉太过分;频频地，时常;n.最厚的部分;最活跃或最激烈的部分;〈口〉笨蛋;〈俚〉可可粉;,3
4753,panels,none,3
4754,perunovic,none,3
4755,faults,none,3
4756,psychotherapy,n.[医]精神疗法;心理疗法;,3
4757,consists,none,3
4758,catalog,n.目录，目录册，目录簿;[美]大学概况一览;登记，记载;产品样本;vt.登记;为…编目;编目录;记载;v.把…按目录分类;把…编目;,3
4759,arranges,none,3
4760,importantly,none,3
4761,carries,none,3
4762,corps,n.兵团;特种部队;一群人，一组人;,3
4763,solely,adv.唯一地;仅仅;独一无二地;纯粹;,3
4764,nevertheless,adv.然而;尽管如此;不过;仍然;conj.然而;尽管如此;,3
4765,girl,n.女孩;姑娘，未婚女子;女职员，女演员;（男人的）女朋友;,3
4766,interacting,v.相互作用[影响]，互相配合( interact的现在分词 );交流;沟通;合作;,3
4767,appropriately,adv.适当地;,3
4768,temper,n.性情，脾气;特征;（钢等）回火;怒气;vt.调和;使回火;锻炼;缓和;vi.使调和;,3
4769,pouring,n.传布;v.涌出( pour的现在分词 );倾，倒;涌流;倾泻;,3
4770,regional,adj.地区的，区域的;特定区域的，特定地区的;方言的;区域性;,3
4771,pressing,adj.紧迫的，紧急的;迫切的，急迫的;恳切的;n.压，压制;模压制品;力主;唱片;v.压，压迫(press的现在分词);,3
4772,monica,none,3
4773,grants,n.（来自私人或公共授予机构的）基金( grant的名词复数 );补助金;授给物（如财产、授地、专有权、补助、拨款等）;v.（退一步）承认( grant的第三人称单数 );（尤指正式地或法律上）同意;准许;让渡;,3
4774,minnesota,n.明尼苏达州（美国州名）;,3
4775,anti,n.& adj.反对者，反对论者反对的;,3
4776,boasts,none,3
4777,acknowledges,none,3
4778,implement,vt.实施，执行;使生效，实现;落实（政策）;把…填满;n.工具，器械;家具;手段;[法]履行（契约等）;,3
4779,situations,n.位置( situation的名词复数 );（人的）情况;局面;[心理学]情境;,3
4780,bargaining,n.议价;讨价;商讨;商谈;v.讨价还价，商谈( bargain的现在分词 );提出条件，要求得到;,3
4781,praiseworthy,adj.<正>值得称赞的，值得表扬的;,3
4782,unfit,adj.不适宜的，不适当的;体格不佳的，不健康的;vt.使不相宜，使不合格;,3
4783,tasteless,adj.无味的;味道差的;乏味的;无判断力、鉴赏力等的;,3
4784,moons,none,3
4785,volcanoes,none,3
4786,grammatical,adj.语法上的，符合语法规则的;,3
4787,informational,adj.报告的，情报的;,3
4788,standardized,adj.标准的，定型的;v.使合乎规格，使标准化( standardize的过去式和过去分词 );,3
4789,pancsofar,none,3
4790,ms,abbr.Montserrat 蒙塞拉特岛;Microsoft 微软公司;Military Standard 军标;,3
4791,possesses,none,3
4792,victims,n.牺牲者( victim的名词复数 );牺牲品;受骗者;为祭祀杀死的动物（或人）;,3
4793,provost,n.（美国某些大学的）教务长;（苏格兰的）市长;（英国某些大学中的）学院院长;座堂主任;,3
4794,educator,n.（尤指作为一种职业的）教育工作者，教员，教师;教育学家，教育家;教学管理者;,3
4795,necessity,n.必要（性）;（迫切）需要;必需品;自然规律;,3
4796,publicly,adv.公开地;由公众（或政府）;为公众所同意;以公众名义;,3
4797,correctness,none,3
4798,supervision,n.监督;管理;监督的行为、过程或作用;,3
4799,chiefly,adv.首先，第一;主要;尤其;adj.领袖（般）的;,3
4800,demographic,adj.人口统计学的;人口统计的;,3
4801,stephen,n.史蒂芬（男子名）;,3
4802,enjoyment,n.享受;令人愉快的事物;享有;,3
4803,desires,none,3
4804,unfairly,adv.不公平地，不公正地;不正当地;,3
4805,unpredictably,none,3
4806,encountered,v.遇到( encounter的过去式和过去分词 );遭遇;偶然碰到;与（人、部队）冲突;,3
4807,pollution,n.污染（作用）;腐败;堕落;沾污;,3
4808,doom,n.命运;厄运;死亡;（尤指不利的、有罪的）判决，宣判;vt.注定;判定;使…的失败;宣判;,3
4809,construct,vt.修建，建造;构成;创立;[数]作图;n.结构（物）;构想;概念;,3
4810,packaged,none,3
4811,poses,none,3
4812,dictates,none,3
4813,beneath,prep.在…的下方;（表示等级）低于;（表示状态）在…掩饰之下;（表示环境）在…影响之下;adv.在下面;在底下;,3
4814,rocky,adj.多岩石的;坚如磐石的，坚硬的;麻木的;头晕目眩的;,3
4815,nearer,adj.近的( near的比较级 );亲密的;近似;（亲属关系）近亲;,3
4816,chemicals,n.化学药品( chemical的名词复数 );,3
4817,learns,none,3
4818,relation,n.关系;联系;关联;亲属;,3
4819,checkout,n.检验，校验;结帐;,3
4820,classified,adj.保密的，（信息）归入密级的;分类的，归类的;v.分类( classify的过去式和过去分词);,3
4821,operate,vt.& vi.运转;操作;经营;管理;vi.开刀;（对…）动手术;动手术;（在某地）采取军事行动;vt.操作，控制，使运行;,3
4822,guideline,n.指导方针;指导原则;,3
4823,controlled,adj.受约束的，克制的;v.控制( control的过去式和过去分词 );管理;限制;克制;,3
4824,tiffany,n.纱的一种;,3
4825,misunderstanding,n.误解;误会;不和;v.“misunderstand”的现在分词;,3
4826,assumption,n.假定，假设;承担;想当然;采取;,3
4827,assumptions,n.假定，臆断( assumption的名词复数 );（责任的）承担;（他人债务的）承继;[the A-][基督教]1)。 圣母升天;,3
4828,dale,n.<主英><诗>山谷;翻山越谷;到处;,3
4829,assuming,conj.如果;adj.傲慢的，自负的;僭越的;v.取得（权力）( assume的现在分词);假设(assume的ing形式);假定;呈现;,3
4830,kate,none,3
4831,fifteen,n.十五;十五个人组成的橄榄球队;,3
4832,thrilled,adj.非常兴奋的;极为激动的;vt.“thrill”的过去式和过去分词;,3
4833,terribly,adv.很;非常;极;非常糟糕地;,3
4834,pensioned,none,3
4835,supper,n.晚饭，晚餐;夜点心;晚餐会;,3
4836,pen,n.笔，笔尖;笔法，文笔;作家;围栏;vt.写;把…关入栏中;关押，囚禁;,3
4837,mix,vt.& vi.混合;（使）结交;相容;平安相处;n.混录;食物混合配料;乐曲组合;vt.调配，配制;vi.混合录音，混录，混音;,3
4838,entertaining,adj.有趣的，娱乐的，使人愉快的;v.款待，招待( entertain的现在分词 );使欢乐;使娱乐;抱有;,3
4839,hazard,vt.冒险;使遭受危险;n.危险;冒险的事;机会;双骰子游戏;,3
4840,greatest,adj.最好的，最伟大的;大的( great的最高级 );伟大的;重要的;（数量）极大的;,3
4841,forgotten,v.忘记( forget的过去分词 );不再想;忘记做（或带、买等）;不再考虑…的可能;,3
4842,trent,none,3
4843,maguire,none,3
4844,row,n.行，排;划船;吵闹;路，街;vt.划船;使…成排;与…进行划船比赛;〈口〉争吵，吵闹;,3
4845,distribution,n.分配，分布;[法]（无遗嘱死亡者的）财产分配;[无线]频率分布;[电]配电;,3
4846,widening,n.加宽，扩展;v.放宽，加宽， （使）变宽( widen的现在分词 );,3
4847,cycles,none,3
4848,stella,none,3
4849,unacceptable,adj.不能接受的;不受欢迎的;难答应的;不中意的;,3
4850,somehow,adv.以某种方式，用某种方法;<非正>不知怎么地，不知道怎样，不晓得什么缘故;设法，想办法，想个方法;莫明其妙地;,3
4851,settings,none,3
4852,dealings,n.来往;买卖，交易;,3
4853,centered,adj.有圆心的，居中的;v.集中( center的过去式和过去分词 );使聚集在一点;定中心;居中;,3
4854,commodities,none,3
4855,objects,n.物体( object的名词复数 );目标;宾语;实体;v.不赞成( object的第三人称单数 );抗议;拒绝接受;抱反感;,3
4856,apology,n.道歉认错，愧悔;正式辩解，正式辩护;解释;〈口〉临时凑合的代用品;,3
4857,mild,adj.温柔的;温暖的;轻微的;（味道）不浓的;n.淡味麦芽啤酒;,3
4858,improper,adj.不合适的，非正常的;不正确的;不正派的，不合礼仪的;不道德的;,3
4859,arise,vi.& vt.产生;出现;起身，起立;起源于，产生于;,3
4860,impatient,adj.不耐烦的;热切的，渴望的;不能容忍的，恼火的;,3
4861,notebook,n.笔记簿;笔记本电脑;手册;笔记本;,3
4862,searching,adj.搜索的;彻底的;锐利的;n.搜寻，搜索，检查;v.找寻( search的现在分词 );搜查;探查;[医学]（用仪器）探测（外伤）;,3
4863,introduce,vt.提出;介绍;引进;作为…的开头;,3
