,单词,翻译,出现次数
2568,tear,v.撕裂;拉掉;挣开;拉伤;n.破洞;裂口;,7
2569,ties,n.结;关系( tie的名词复数 );领带;绳子;束缚;v.绑，连结;（用线、绳等）系( tie的第三人称单数 );（在线、绳上）打结;连接;将…系在…上;,7
2570,hurry,vt.& vi.仓促（做某事）;催促;（朝某方向）迅速移动;迅速处理;n.匆忙，急忙;,7
2571,novel,n.（长篇）小说;[法]新法，附律;adj.新奇的;异常的;,7
2572,prevailing,adj.占优势的;主要的;普遍的;盛行的;v.获胜( prevail的现在分词 );盛行;说服;（ 思想、观点等）被接受;,7
2573,purchasing,n.购买，采购;v.购买( purchase的现在分词 );购买东西;,7
2574,mountains,n.山，山岳( mountain的名词复数 );山脉;群山;,7
2575,choosing,v.挑选( choose的现在分词 );选择;选定;喜欢;,7
2576,miss,n.（用于姓名或姓之前，对未婚女子的称呼）小姐;女士;失误;v.漏掉;错过（机会）;思念;没遇到;,7
2577,freshman,n.（中学或大学的）一年级学生;新手;,7
2578,friendship,n.友情，友谊;友善的关系;友善，好意;,7
2579,begun,v.开始( begin的过去分词 );着手;创始;创办;,7
2580,empty,adj.空的，空虚的，空洞的;空闲的，无效的，徒劳的;无聊的，愚蠢的;言语或行动空洞的;vt.（使）成为空的， 把…弄空;把…腾出来;vi.成为空的;流空;n.空车;空的东西;,7
2581,twenty,n.二十，二十个;二十多岁;二十年代;许多，大量;num.二十;adj.二十的;,7
2582,succeeds,none,7
2583,honesty,n.诚实，真诚;正直;〈古〉贞洁;[植]一年生缎花;,7
2584,facts,none,7
2585,sources,none,7
2586,cheater,n.骗子，欺诈者，背叛者;,7
2587,join,vt.& vi.连接;联结;加入;参加;vt.结合;参与;上（火车、飞机等）;上（路）;n.连接;结合;接合处;接合点;,7
2588,clothing,n.衣服;服装;[航]帆装;v.覆盖(clothe的现在分词);给…提供衣服;,7
2589,plane,n.水平;平面;飞机;木工刨;adj.平的，平坦的;vt.用刨刨平;小船等擦着水面疾驶;vi.鸟滑翔;,7
2590,sets,n.凝固( set的名词复数 );（一）套;布景;集;v.放( set的第三人称单数 );安插;树立;安排;,7
2591,lucky,adj.运气好的，侥幸的;兆头好的，吉祥的;〈俚〉难得;很恰当的;,7
2592,london,n.伦敦（英国首都）;,7
2593,concentration,n.集中;专心;关注;浓度;,7
2594,signal,n.信号，暗号;预兆，征象;动机;导火线;vt.向…发信号;用动作（手势）示意;以信号告知;vi.发信号;adj.显著的，优越的;暗号的，作信号用的;,7
2595,kim,none,7
2596,consequently,adv.所以，因此;因此，因而;终于，这样;合乎逻辑的推论是;,7
2597,absence,n.缺席，缺勤;缺乏，缺少，无;心不在焉，不注意;,7
2598,violence,n.暴力，强暴，暴虐;猛烈，激烈;歪曲（事实），曲解（意义）;冒渎，不敬;,7
2599,organizations,n.组织( organization的名词复数 );组织性;组织工作;安排;,7
2600,stretch,v.伸展;延伸;持续;包括;n.伸展;弹性;一片;一段时间;adj.可伸缩的;弹性的;,7
2601,renting,n.租用;v.租用( rent的现在分词 );出租（房屋等）;租借（房屋、土地、机器等）;醒来，唤醒( rouse的过去式和过去分词 );,7
2602,narrow,adj.狭隘的;狭窄的;（种类或数目）有限的;仔细的，精确的;vt.限制，限定;（使）变窄;变得更窄;收缩;n.海峡;狭路，隘路;狭窄的水道;vi.变窄;,7
2603,secondary,adj.第二的，中等的;助手，副手;中等教育的;间接的;n.副手，代理人;[天]双星中较小较暗的一个，卫星;[语]次重音;,7
2604,yorkshire,n.约克郡，约克夏（英国英格兰原郡名）;,7
2605,road,n.路;通路;途径;方法;vt.在…设置路障;（狗）沿臭迹追逐（猎物）;（狗）闻着臭迹追;,7
2606,reality,n.现实，现实性;真实情况，实际情形;实体，实在;事实;,7
2607,combine,v.使结合;使化合;兼有;用联合收割机收割;,7
2608,embarrassed,adj.局促不安的;为难的;尴尬的;窘迫的;v.（使）窘迫，（使）局促不安( embarrass的过去式和过去分词);,7
2609,pieces,n.（尤指一套中的）一件( piece的名词复数 );片;条;部分;v.凑合( piece的第三人称单数 );凑成;修补;组合资料（以便了解情况）;,7
2610,table,n.表，目录;桌子;手术台，工作台，游戏台;平地层;vt.制表;搁置;嵌合;搁置;adj.桌子的;,7
2611,enjoying,v.享有( enjoy的现在分词 );玩得快乐;喜欢;enjoy yourself （祝愿时说）玩痛快些;,7
2612,peaceful,adj.和平的;爱好和平的;安静的;平静的;,7
2613,partly,adv.在一定程度上;部分地;不完全地;半;,7
2614,workplace,n.工作场所，车间;工厂;,7
2615,particles,n.微粒( particle的名词复数 );颗粒;极少量;小品词;,7
2616,notion,n.概念，观念;意见，见解;奇想;打算;,7
2617,association,n.协会，社团;联合，联系;联想;,7
2618,boakye,none,7
2619,undergraduate,n.（未获学士学位的）大学生，大学肄业生;adj.大学生的，大学的;,7
2620,integration,n.结合;整合;一体化;（不同肤色、种族、宗教信仰等的人的）混合;,7
2621,friday,n.星期五，周五，礼拜五;《鲁滨逊漂流记》中鲁滨逊的仆人;[人名] [英格兰人姓氏] 弗赖迪可能是德意志或犹太人人名的英译;,7
2622,aimed,none,7
2623,risen,adj.升起的;v.起义( rise的过去分词 );升起;（数量）增加;休会;,7
2624,sooner,n.抢先占有者;Sooner 捷足者;,7
2625,quick,adj.快的，急速的;聪明的，凌厉的;灵活的;短时间做成的;adv.迅速地，快速地;n.（指甲下的）活肉;感情的中枢，感觉最敏锐的地方;要害，核心;,7
2626,selection,n.选择;被选中者;可供选择的事物;,7
2627,somewhere,adv.某处，在某处;在[到]某处;不知道在[到]什么地方;某地;,7
2628,sick,adj.恶心的;晕船;不舒服的;腻烦的;vt.吐出;追逐;攻击;n.<口>呕吐物;病人;,7
2629,disorder,n.混乱，凌乱;动乱，骚乱;不正当行为;（身心机能的）失调;vt.使混乱，使凌乱;扰乱;使（身心等）失调;使（神经等）错乱;,7
2630,involvement,n.牵连，参与;加入;财政困难;牵连的事务，复杂的情况;,7
2631,dirty,adj.恶劣的;肮脏的;卑劣的;下流的;vt.弄脏，污染;使名声受玷污;vi.变脏，污染;,7
2632,behaviour,n.行为;举止;（人、动植物、化学药品等的）表现方式;态度;na.“behavior”的变体;,7
2633,conservation,n.保存;保护;避免浪费;对自然环境的保护;,7
2634,slightly,adv.轻微地，轻轻地;细长地，苗条地;〈罕〉轻蔑地;粗;,7
2635,biological,adj.生物学的;生物的;与生物学相关的;有血亲关系的;n.[药]生物制品，生物制剂;,7
2636,determine,vt.& vi.（使）下决心，（使）做出决定;vt.决定，确定;判定，判决;使决定;限定;vi.[主用于法律]了结，终止，结束;,7
2637,luck,n.运气;好运;机遇;命运;vi.交好运，走运;侥幸成功;,7
2638,grant,vt.承认;同意;准许;授予;n.拨款;补助金;授给物（如财产、授地、专有权、补助、拨款等）;vi.同意;,7
2639,ladder,n.梯子，阶梯;梯状物;途径;（紧身裤袜或长筒袜的）滑丝;vi.使（袜子）发生抽丝现象;像长筒袜一样抽丝;,7
2640,urgent,adj.急迫的;催促的;强求的;极力主张的;,7
2641,suffered,v.受痛苦( suffer的过去式和过去分词 );受损害;变糟;变差;,7
2642,defined,adj.有定义的，明确的;清晰的，轮廓分明的;v.给…下定义，解释，限定(define的过去式和过去分词);,7
2643,intervention,n.介入，干涉，干预;调解，排解;,7
2644,virtually,adv.实际上，实质上，事实上，几乎;无形中;无形;,7
2645,puzzled,adj.困惑的，糊涂的，茫然的;v.( puzzle的过去式)使迷惑，使难解;n.谜，难题;,7
2646,grocery,n.食品杂货店;食品杂货业;,7
2647,requirements,none,7
2648,demands,none,7
2649,played,none,7
2650,designer,n.设计师;设计者;构思者;adj.由专门设计师设计的;标有设计师名字的;时尚的;时髦的;,7
2651,construction,n.建筑物;建造;解释;建造物;,7
2652,carbon,n.[化学]碳;（一张）复写纸;[电]碳精棒[片，粉]，碳精电极;复写的副本;adj.碳的;碳处理的;,7
2653,doubtful,adj.难以预测的;难以预料的，未定局的;怀疑的，拿不准的;不明不白;,7
2654,models,n.模型( model的名词复数 );模特儿;模式;典型;,7
2655,canada,n.加拿大;,7
2656,journal,n.日报，日志，日记;定期刊物，期刊，杂志;[会计]分类账;,7
2657,esteem,vt.尊敬，敬重;认为，以为;考虑;估价;n.尊敬，尊重;意见，看法;评价;名声;,7
2658,shortcomings,n.短处，缺点( shortcoming的名词复数 );不足之处;,7
2659,errors,none,7
2660,mainstream,n.（思想或行为的）主流;主要倾向，主要趋势;,7
2661,via,prep.经过;通过，凭借;取道;,7
2662,widespread,adj.分布广的;普遍的;广泛应用;普及的;,7
2663,skill,n.技能，技巧;熟练，巧妙;才能，本领;,7
2664,vocabulary,n.（某一语言的）词汇;（尤指外语教科书中附有释义的）词汇表;,7
2665,fixed,adj.固定的，不变的;不易挥发的;处境…的，常作复合词;（比赛等）通过作弊预先安排好结果的;v.固定( fix的过去式和过去分词);,7
2666,tends,none,7
2667,council,n.委员会;（郡、镇等）政务会;（尤指旧时讨论特定步骤的）协商会议;市政（或地方管理）服务机构;,7
2668,achievements,n.成就( achievement的名词复数 );成绩;功绩;达到;,7
2669,priced,adj.附有定价的;,7
2670,cuts,none,7
2671,suggestion,n.建议，意见，暗示;联想，启发;微量;,7
2672,eve,n.前夕，前夜;重要事件的前夕;傍晚;,7
2673,lasting,adj.持久的，恒久的;v.继续存在( last的现在分词);耐用;维持(last的ing形式);延续，持续;n.耐久;纺] 厚实斜纹织物;,7
2674,mayer,n.迈尔（热容量单位）;,7
2675,lady,n.（指成年女子，有些人尤其是长者认为这样说比较礼貌）女士;（不尊重的非正式称呼）女人;（在英国对女贵族或贵族成员的妻子女儿或爵士妻子的称呼）夫人;举止文雅且有教养的女子;,7
2676,intelligence,n.智力;聪颖;情报;情报机构;,7
2677,portion,n.一部分;一份遗产（或赠与的财产）;嫁妆;分得的财产;vt.把…分成份额;分配;把…分给(to);命运注定;,7
2678,roles,n.作用( role的名词复数 );地位;角色;,7
2679,aided,adj.半自动的;,7
2680,camera,n.照相机;摄影机;,7
2681,uncertainty,n.无把握，不确定;不可靠;不确实知道，半信半疑;无把握、不确定的事物;,7
2682,lines,n.（演员的）台词;排( line的名词复数 );线路;线条;方法;v.排队( line的第三人称单数 );用线标出;[棒球]（击球手）击出（平直球）;给…安衬里;,7
2683,cancer,n.癌症，恶性肿瘤;弊病，社会恶习;迅速蔓延的恶劣的或危险的事物;[天]巨蟹座，巨蟹宫;,7
2684,historical,adj.历史的，历史上的;有关历史研究的;有根据的;基于史实的;,7
2685,blind,adj.失明的;盲目的，轻率的;供盲人用的;隐蔽的;vt.弄瞎，使失明;蒙蔽，欺瞒;使变暗;使昏聩;n.掩饰;借口;百叶窗;adv.盲目地;看不见地;,7
2686,comments,n.批评，意见，评论;评论( comment的名词复数 );注释;谈话;说明;,7
2687,doubled,v.把…对折，折叠( double的过去式和过去分词 );是…的两倍;（使）加倍;兼任;,7
2688,jake,adj.满意的，上等的;满意的;n.<美>乡，下。佬？，家：伙：;,7
2689,labels,n.标签( label的名词复数 );称号;[建筑学]（装饰于门窗上方的）披水石;[纹章学]（家族长子身份附在文件上的）带有封印的丝带;,7
2690,kid,n.<口>小孩;小山羊，小山羊皮制品;vt.& vi.欺骗，戏弄，取笑;adj.较年幼的;小山羊皮制的;,7
2691,appropriate,adj.适当的;恰当的;合适的;v.盗用;侵吞;拨（专款等） ;,7
2692,casual,adj.偶然的;临时的;随便的;非正式的;n.临时工人;[军]待命士兵;没有固定工作的劳动者;不定期领取救济金的人;,7
2693,retail,n.零售;vt.零售;零卖;转述;传播;adj.零售的;adv.以零售方式;,7
2694,peak,n.山峰;最高点;尖端;帽舌;vi.达到高峰，达到最大值;消瘦;变憔悴;adj.最高的;最大值的;,7
2695,avoided,v.避开，避免，预防( avoid的过去式和过去分词 );[法律]宣布（判决、抗辩等）无效;使无效;废止，撤销;,7
2696,sponsor,n.发起者，主办者;担保者;倡议者，提案人;后援组织;vt.赞助;,7
2697,route,n.路;（公共汽车和列车等的）常规路线;航线;渠道，途径;vt.按某路线发送;给…规定路线[次序，程序];,7
2698,annually,adv.每年，每年一次;一年一度;,7
2699,attending,adj.（医生）主治的;v.参加( attend的现在分词 );注意，听;照顾;[常用被动语态]（作为结果、情况）伴随;,7
2700,al,none,7
2701,engines,none,7
2702,broaden,vt.& vi.使。。变宽，扩展;放宽;扩大;加宽;,7
2703,mit,none,7
2704,saves,none,7
2705,rebecca,none,7
2706,detroit,n.美国密歇根州最大城市，世界闻名的汽车城。位于密歇根州境东南部，底特律河西岸，东濒圣克莱尔湖，与加拿大汽车城温莎隔河相望。;,7
2707,sides,n.侧;面( side的名词复数 );方面;侧面;一面;,7
2708,component,n.成分;零件;[数]要素;组分;adj.组成的;合成的;构成的;成分的;,7
2709,corporation,n.公司;法人;社团，团体;〈口〉（凸出的）大肚子;,7
2710,rational,adj.神智清楚的;理性的;理智的;合理的;n.合理的事物;[数]有理数;懂道理的人，人类;〈英〉合理的服装;,7
2711,photography,n.摄影，摄影术;一组照片;,7
2712,nap,n.小睡，打盹;一种牌戏;绒毛;孤注一掷;vi.打瞌睡;疏忽;vt.使起毛;,7
2713,aside,adv.在旁边，在一边，到旁边，到一边;撇开（…暂且不谈），留存;[戏]独（白），旁（白）;（用于名词后）除…以外;n.[戏]旁白，独白;低声说的话，离题话;prep.在…旁边;,7
2714,milk,n.奶;乳液;母乳;vt.挤奶;榨取;,7
2715,lunches,none,7
2716,entertainment,n.娱乐，消遣;招待，款待;娱乐节目;,7
2717,drug,n.药物;药剂;麻醉药;毒品;vt.（在食物或饮料中）投放麻醉药，下麻醉药;掺麻醉药于;使服麻醉药;使服毒品;vi.使服麻醉药，用药麻醉，使服兴奋剂;,7
2718,prosperity,n.繁荣;兴旺，昌盛;成功;,7
2719,optimistic,adj.乐观的，乐观主义的;,7
2720,carried,adj.被携带的，被运载的;v.支撑( carry的过去式和过去分词 );携带;输送;运载;,7
2721,officer,n.军官，警官;高级职员;公务员;船长;v.指挥;统率;管理;配置军官;,7
2722,evolutionary,adj.进化的;,7
2723,counter,n.柜台;对立面;计数器;（某些棋盘游戏的）筹码;adj.相反的;vt.反击，还击;反向移动，对着干;反驳，回答;vi.逆向移动，对着干;反驳;adv.反方向地;背道而驰地;,7
2724,secretaries,none,7
2725,broadly,adv.宽广地;完全地;大体上;,7
2726,soccer,n.<美>足球;〈口〉英式足球;,7
2727,parental,adj.父母的;亲代的;[生]（杂种）亲本的;作为来源[渊源]的;,7
2728,fireplace,n.壁炉;,7
2729,unlikely,adj.未必的，不一定有把握的;不太可能的;不可能发生的;不像是真的;,7
2730,congressional,adj.会议的;委员会的;国会的;议会的;,7
2731,innovative,adj.革新的;创新的;富有革新精神的;创新立异;,7
2732,shops,none,7
2733,forthe,none,7
2734,tasks,none,7
2735,zhao,none,7
2736,citi,none,7
2737,melanomas,none,7
2738,steve,none,7
2739,frozen,adj.冷冻的;冰封的;冻硬的;呆若木鸡的;v.结冰（ freeze的过去分词）;冷藏;冻结;冻住;,7
2740,facility,n.设备;容易;能力;灵巧;,7
2741,semester,n.（尤指美国的大专院校的）学期;半学年;,6
2742,option,n.选择（的自由）;选项;选择权;选择能力;vt.得到或获准进行选择;调动球员;,6
2743,discount,vt.打折扣，减价出售;减息贷款;削价出售，打折;减价，减量;vi.折扣;贴现率;贴现;n.贴现;数目;（任何面值上的）扣除额;（考虑到故事、报告、报道等的夸张或偏见等）不全信;,6
2744,unexpected,adj.想不到的，料不到的;意外的;忽然的;突然的;,6
2745,advertisements,n.出公告，做广告( advertisement的名词复数 );,6
2746,deloitte,none,6
2747,departments,n.部( department的名词复数 );（任何事物的）部分;（企业单位负责特定活动的、零售商店中专售某类商品的）部门;（学校、学术机构等的）系;,6
2748,gaining,n.开槽;v.获得( gain的现在分词 );赢得;增加;（钟、表）走快;,6
2749,usual,adj.通常的，常有的，常见的;平常的，普通的;平时的，平日的;一向的，老是那一套的;,6
2750,exists,none,6
2751,collaboration,n.合作，协作;通敌，勾结;,6
2752,improves,none,6
2753,occurred,v.发生(occur 的过去分词);,6
2754,purposes,none,6
2755,jeff,none,6
2756,amazon,n.亚马逊河（南美洲大河）;蜂鸟;无乳腺者;,6
2757,prompt,adj.敏捷的;迅速的;立刻的;准时的;v.促使;导致;鼓励;提示;n.激励;提示符;提词;提示;adv.准时地;,6
2758,suburbs,n.郊区，城郊( suburb的名词复数 );四乡;隧;四郊;,6
2759,copy,n.复制品;一份;（报刊等的）稿件;准备排印的书面材料;vt.& vi.复制;抄写;容许复制的;vt.模仿;仿造…的样式或图案;抄写;复制;,6
2760,infrastructure,n.基础设施;基础建设;,6
2761,grid,n.格子，非实质的;地图上的坐标方格;（输电线路、天然气管道等的）系统网络;,6
2762,writers,n.作家( writer的名词复数 );作者;著者;写…的人;,6
2763,optimism,n.乐观;乐观主义;,6
2764,edge,n.边;优势;（悬崖、峭壁的）边缘，端;锋利，尖锐;vt.在…上加边界;使渐进;给（刀刃）磨边，使锋利;修整;vi.慢慢向前移动，侧身移动;,6
2765,brains,n.智力，脑髓;脑( brain的名词复数 );智慧;聪明的人;（群体中）最聪明的人;,6
2766,sophisticated,adj.复杂的;精致的;富有经验的;深奥微妙的;v.使变得世故;使迷惑;篡改(sophisticate的过去分词形式);,6
2767,advantages,none,6
2768,parked,adj.停泊的，停放的;v.停放（车辆等）(park的过去式和过去分词);,6
2769,indeed,adv.的确，确实，实在;实际上，真正地;真的，真是;甚至;,6
2770,observed,v.观察，研究( observe的过去式和过去分词 );遵守;（尤指为科学目的的）观察;看到;,6
2771,transfer,vt.使转移;使调动;转让（权利等）;让与;vi.转让;转学;转乘;转会（尤指职业足球队）;n.转移;调动;换乘;（运动员）转会;,6
2772,adds,none,6
2773,flows,v.流( flow的第三人称单数 );垂;流出;（谈话、文体等）流畅;,6
2774,nine,num.九;九个;第九;n.九，九个;adj.九的，九个的;,6
2775,maintenance,n.维持，保持;保养，保管;维护;维修;,6
2776,absolutely,adv.绝对地;完全地;毫无疑问地;[语]独立地，分离地;,6
2777,braking,n.刹车，制动，（用闸）减速;v.刹（车）( brake的现在分词 );,6
2778,advocates,none,6
2779,thefts,none,6
2780,appears,none,6
2781,threatening,adj.胁迫的;险恶的;凶兆的;（天气等）要变坏的;v.恐吓;威胁;预示（某事）(threaten的现在分词);,6
2782,released,v.释放( release的过去式和过去分词 );放开;发布;发行;,6
2783,ran,v.跑( run的过去式 );移动;（使）流动;（工作等）进行;,6
2784,carrying,adj.运送的，运输的;v.支撑( carry的现在分词 );携带;输送;运载;,6
2785,specify,vt.指定;详述;提出…的条件;使具有特性;vi.明确提出，详细说明;,6
2786,holidays,n.在假日，每逢假日;假期( holiday的名词复数 );假日;度假期;节日假期（从 12 月到 1 月上旬，包括圣诞节、修殿节和新年）;,6
2787,lift,vt.& vi.举起，抬起;vt.举起;提升;鼓舞;抬起;vi.消散;升起;耸立;n.电梯;举起;起重机;搭车;,6
2788,horses,n.马( horse的名词复数 );骑马的军人，骑兵;,6
2789,fed,n.(F-)<美，非正>（美国）联邦政府执法官员，（尤指）联邦调查局调查员;feed的过去式和过去分词;v.喂养( feed的过去式和过去分词 );满足（欲望等）;向…提供;供…作食物;,6
2790,liked,v.喜欢( like的过去式和过去分词 );（与 would 或 should 连用表示客气）想;想要;喜欢做;,6
2791,download,v.将（程序，资料等）从大计算机系统输入小计算机系统，下载;,6
2792,katherine,none,6
2793,respond,vt.& vi.回答，响应;vi.作出反应，响应;回报或回复;n.[建]（柱，拱基等的）对称，壁联;,6
2794,spanish,adj.西班牙的;西班牙人的;西班牙语的;西班牙式的;n.西班牙语;西班牙人;〈美〉新墨西哥州的别名;[地名] [加拿大] 西班牙村;,6
2795,farmers,n.农场主，农民( farmer的名词复数 );,6
2796,providers,n.供应者，提供者，（尤指）维持家庭生计者( provider的名词复数 );,6
2797,speeds,none,6
2798,june,n.六月;[女子名]琼，来源于拉丁语，含义是“年轻气盛的六月”（youthful from the name of the month）;,6
2799,arouse,vt.引起;唤醒;激起性欲;使行动起来;,6
2800,launched,none,6
2801,recall,vt.叫回，召回;使想起，回想;取消;调回工厂;n.召回，唤回;记忆力，回想;罢免;收回通告;,6
2802,sleeping,n.睡眠;adj.睡着的;供睡觉用的;不要多事;不要自找麻烦;v.为…提供床位( sleep的现在分词 );,6
2803,records,n.记录( record的名词复数 );经历;（有关过去的）事实;最好的成绩;v.记录，录音，拍摄( record的第三人称单数 );标明;发表正式（或法律方面的）声明;演奏音乐供录制;,6
2804,FALSE,adj.虚伪的;不正的，非法的;假造的，摹造的;临时的;adv.欺诈地;叛卖地;,6
2805,southern,adj.南方的，南部的;来自南方的;n.南方人，南部人;,6
2806,absorption,n.吸收;专注;合并;,6
2807,visited,v.访问( visit的过去式和过去分词 );探望;参观;游览;,6
2808,painter,n.画家，着色者;油漆匠;（系船的）缆绳;破诡计;,6
2809,consciousness,n.意识，观念;知觉;觉悟;感觉;,6
2810,chosen,adj.挑选出来的，精选的;<宗>上帝所选的;v.挑选( choose的过去分词 );选择;选定;喜欢;,6
2811,mistakes,none,6
2812,experiencing,none,6
2813,stage,n.阶段;舞台;戏剧;驿站;vt.& vi.上演，演出;筹办，举行;适于上演;坐公共马车旅行;vt.举行;展现;上演;筹划;vi.适于上演，适合在舞台上演出;乘公交车（或驿车）旅行;[军事]中间集结，扎营;,6
