,单词,翻译,出现次数
1037,doctors,none,19
1038,realized,none,19
1039,media,n.媒体;[解剖学]血管中层;[语音学] 浊塞音;介质;[医]培养基;,19
1040,party,n.社交聚会;党，党派;当事人;同类，伙伴;v.为…举行社交聚会;为…请客;参加社交聚会;adj.政党的，党派的;社交的，聚会的;共有的，共同的;,19
1041,rely,vi.依靠，倚赖，仗恃;信任，信赖;,19
1042,risks,none,19
1043,widely,adv.广泛地;普遍地;到处;大量地;,19
1044,cultures,n.文化( culture的名词复数);[生物学]（微生物等的）培养;休养;养殖;,19
1045,size,n.大小，尺寸;规模;胶料，浆糊;巨大，大量;vt.按大小排列;改变…的大小;上胶料，上浆;上涂料;adj.一定尺寸的;,19
1046,meeting,n.会议;聚会;汇合点;运动会;v.相遇( meet的现在分词);相识;开会;接触（某物）;,19
1047,extra,adj.额外的，补充的，附加的;特大的，特别的;n.附加物，额外的事物;临时演员;号外;上等产品，上品;adv.额外地;格外地，特别地;,19
1048,therefore,adv.因此;所以;故;乃;,19
1049,further,adj.更远的，较远的;更进一步的，深一层的;更多的;adv.进一步地;更远地;而且;vt.促进，推动;增进;,19
1050,users,n.用户，使用者( user的名词复数 );,19
1051,expand,vt.使…变大;扩张;详述;vi.扩展;发展;张开;展开;,19
1052,smoking,n.吸烟，抽烟;v.冒烟( smoke的现在分词);抽烟;用烟熏制;吸（烟）;,19
1053,progress,n.进步;前进;[生物学]进化;（向更高方向）增长;v.（使）进步，（使）进行;发展;促进;vi.发展;（向更高方向）增进;,19
1054,paid,adj.有报酬的;领取报酬的;领钱的;付费的;v.付给( pay的过去式);付款;有利可图;（对…）有利;,19
1055,contribute,vt.& vi.贡献出;捐赠（款项）;投稿（给杂志等）;出力;,19
1056,privacy,n.隐私，秘密;隐居;私事;不受公众干扰的状态;,19
1057,account,n.账，账目;存款;记述，报告;理由;vi.解释;导致;报账;vt.认为;把…视作;,19
1058,loss,n.损失，减少;丢失，遗失;损耗，亏损;失败;,19
1059,discuss,vt.讨论，谈论;论述，详述;商量;,19
1060,haven,n.港口，安全地方;避难所，安息所;vt.把（船）开进港;为…提供避难场所;掩护;,19
1061,stress,n.强调;重音;压力;重力;vt.重读;[机械学]使承受压力;给…加压力（或应力）;,19
1062,classroom,n.教室，课堂;教学活动，教学方法;,19
1063,political,adj.政治的;政党的;对政治有兴趣的;,19
1064,plans,n.计划( plan的名词复数 );打算;平面图;示意图;v.计划，打算，设计( plan的第三人称单数 );,19
1065,sun,n.太阳，阳光;恒星;中心人物;v.晒太阳;,19
1066,britain,n.不列颠，英国;,19
1067,sugar,n.食糖;一匙糖;宝贝儿，亲爱的;vt.在…加糖;给…裹上（糖衣或类糖物）;vi.形成糖;int.（做了蠢事或出现差错时表示懊恼，用作 shit 的委婉语）哎呀，真是的;,19
1068,forum,n.论坛，讨论会，专题讨论节目;集会的公共场所;提供公开讨论的媒体;法庭;,19
1069,institutions,n.（大学、银行等规模大的）机构( institution的名词复数 );建立;慈善机构;知名人士;,19
1070,crying,adj.（尤指坏事）极糟糕的;（表示愤怒或失望）哎呀;（用于强调）极其糟糕;迫切的需要;v.哭( cry的现在分词 );喊，叫;叫卖，大声报道，哭着说;鸣;,19
1071,games,n.运动( game的名词复数 );运动会;游戏;一场;,18
1072,driven,adj.奋发努力的;发愤图强的;受…影响的;由…造成的;v.驾驶（drive的过去分词）;,18
1073,easier,adj.不费力的( easy的比较级 );宽松的;宽裕的;从容的;,18
1074,manage,vt.使用;完成（困难的事）;经营;明智地使用（金钱、时间、信息等）;vt.& vi.办理，设法对付;vi.能解决（问题）;应付（困难局面等）;凑合着活下去;支撑;,18
1075,individual,adj.个人的;独特的;个别的;n.个人;个体;,18
1076,significant,adj.重要的;有意义的;有重大意义的;值得注意的;n.有意义的事物;象征，标志;,18
1077,created,adj.创造的;v.创造( create的过去式和过去分词 );引起;造成;封;,18
1078,happened,v.发生（ happen的过去式和过去分词 ）;出现;碰巧;,18
1079,painting,n.绘画;油画;上色，着色;颜料，油漆;v.绘画（ paint的现在分词）;涂色于;,18
1080,park,n.公园;停车场;vi.泊车，停车;vt.将…放置在某处;停车;,18
1081,existing,adj.目前的;现存的;v.存在( exist的现在分词);持续存在;,18
1082,slow,adj.慢的;迟钝的;温和的;慢于…的;adv.慢慢地;缓慢地;vt.& vi.（使）缓行，（使）减速;vi.变慢;变萧条;vt.放慢;阻碍;,18
1083,prevent,vt.预防;阻碍;阻止;[宗教]引领;vi.阻挠，阻止;,18
1084,prefer,vt.更喜欢;提升，提拔;给予（债权人）优先权;提出（控告）;vi.更喜欢，宁愿;,18
1085,race,n.赛跑;人种;竞争;民族;v.参加比赛;快速移动;空转;,18
1086,weather,n.天气， 气象;暴风雨;vt.& vi.晒干， 风化;vt.平安渡过， 挨过;[地]使风化;,18
1087,interview,n.接见;采访;面试;会谈;vt.& vi.面试;vt.采访;访问;会见;（私下）提问;,18
1088,survive,vi.幸存，活下来;vt.比…活得长，经历…之后还存在;幸存;vt.& vi.幸免于难;挺过;艰难度过;,18
1089,improvement,n.改进，改善，改良，增进，进步;（美）装修，改良措施;利用，活用;更优秀的人，更进步的人;,18
1090,below,adv.在下面，到下面;prep.（表示位置）在…下面;（表示状态）在…掩饰之下;（表示比较）不及;低于;,18
1091,bit,n.一点，一块;少量，少许;一会儿，一转眼;[计] 比特（二进位制信息单位）;adj.很小的，微不足道的;adv.[口语]相当，有点儿，或多或少，多少[a bit to的省略];vt.给（马）上嚼子;上衔铁;抑制;制约;v.咬，叮( bite的过去式);刺痛;咬饵;有咬（或叮）的习性;,18
1092,everywhere,adv.到处，处处，无论什么地方;四下里;漫;匝地;,18
1093,month,n.月，月份;一个月的时间;,18
1094,extremely,adv.极端地;非常，很;去;绝;,18
1095,psychological,adj.心理的;精神上的，精神（现象）的;心理学（上）的;关于心理学的;,18
1096,bill,n.账单;钞票;清单;广告;vt.安排;给…开账单;为…发提（货）单;把…登录在账;vi.鸟嘴相接触;,18
1097,eggs,n.卵( egg的名词复数 );蛋;卵子;卵细胞;,18
1098,miles,none,18
1099,moved,adj.受感动的;v.移动，搬动( move的过去式和过去分词 );搬家;行动;进展;,18
1100,charge,vt.装载;控诉;使充电;索（价）;vi.索价;向前冲;记在账上;充电;n.费用;指示;掌管;指责;,18
1101,wife,n.妻子，太太;夫人，老婆;已婚妇女;,18
1102,prepare,vt.准备;预备（饭菜）;配备;使（自己）有准备;vt.& vi.筹备，进行各项准备工作;做好思想准备;作出，制订;锻炼（身体等），训练;,18
1103,completely,adv.完全地;完整地;完全，彻底，全部，一干二净;很，非常，充分，十分，万分;,18
1104,daughter,n.女儿;产物，后代;（某地的）妇女;[生]子代;adj.女儿般的;[生]第一代的;子代的;,18
1105,developing,adj.发展中的;显色;开发;显像;,18
1106,strength,n.力量;优点，长处;（光、声、色等的）力度;人力[数];,18
1107,fewer,pron.（动词用复数）较少数;adj.较少的;不多的( few的比较级 );很少;（与复数名词和复数动词连用）有些;几个;,18
1108,per,prep.由;（表示根据）依照;（表示比率）（尤指数量，价格，时间）每;adv.每次;每个;照常;按惯例;adj.高的，过的，全的;,18
1109,annual,adj.每年的;一年的;[植物]一年生的;n.年刊;一年生植物;,18
1110,chris,none,18
1111,promotion,n.促进，增进;提升，升级;（商品等的）推广;发扬;,18
1112,hold,vt.拿住，握住;保留，保存;扣留，拘押;容纳;vi.拿住，握住;同意，赞成;保持不变;有效;n.握住;保留;控制;,18
1113,send,vt.送;使作出（某种反应）;派遣;使进入（某状态）;vt.& vi.用无线电波发送，发出信息;vi.派遣，发出，派人;adj.[仅用作定语]用于发送的;,18
1114,nowadays,adv.现在，当今;n.当今，现在;,18
1115,thus,adv.于是，因此;如此，这样，像这样，例如;到这程度，到这地步，这么;如下;conj.因此;,18
1116,consequences,none,18
1117,consumption,n.消费;肺病;耗尽;[医学]消耗性疾病;,18
1118,reputation,n.名气，名声;好名声;信誉，声望;荣誉，名望;,18
1119,characteristics,n.特性，特征，特色，[数]（对数的）首数( characteristic的名词复数 );独特性;性质;,18
1120,audience,n.观众;读者;接见;听众;,18
1121,experts,none,18
1122,newspaper,n.报纸，报;旧报纸;新闻纸;,18
1123,air,n.天空;气氛;空运;（简单易记的）曲调;vt.& vi.晾晒;烘干;播送;广播;vt.使房间通风， 透气;,18
1124,restaurants,none,18
1125,david,n.大卫;,18
1126,dishes,n.盘( dish的名词复数 );餐具;一盘食物;外貌有吸引力的人;,18
1127,cook,vt.& vi.烹调;编造;篡改;密谋;vt.烹调;煮;vi.烹调;做菜;n.厨师;厨子;,18
1128,approach,vt.& vi.接近，走近，靠近;vt.接近;着手处理;使移近;试图贿赂（或影响，疏通）;n.方法;途径;接近;vi.靠近;,18
1129,record,n.记录，记载;档案，履历;唱片;最高纪录;,18
1130,colleges,n.大学( college的名词复数 );（英国）学院;学会;（尤指必须交费的）中学;,18
1131,instructions,none,18
1132,prepared,adj.事先准备好的;愿意的;期望的;adv.事先准备好地;愿意地;期望地;v.准备( prepare的过去式和过去分词);预备（饭菜）;配备;使（自己）有准备;,18
1133,educated,adj.有教育的;受过良好训练的;v.教育( educate的过去式和过去分词);训练;教导，教养;,18
1134,stores,n.商店( store的名词复数 );贮存;大量;零售商店;,18
1135,textbook,n.教科书;课本;教材;adj.规范的;标准的;,18
1136,obesity,n.肥胖，过胖;肥胖症;,18
1137,cry,vt.& vi.哭;喊，叫;vt.哭着说;叫卖;大声报道;n.哭;叫喊;要求;大喊;vi.鸣;啼叫;嗥叫;吠;,18
1138,consideration,n.考虑，考察;照顾，关心;报酬;尊敬;,17
1139,direct,adj.直接的;直的;直系的;率直的;adv.直接地;径直地;直截了当地;正好;vt.（用建议、指示、有益的情报等）指导;导演（戏剧或电影）;指示方向;把…对准（某方向或某人）;vt.& vi.指导，导演，管理;vi.引路;当向导;领唱;领奏;,17
1140,trends,n.趋势( trend的名词复数 );（海岸、河流、道路等的）走向;流行;时尚;v.伸向( trend的第三人称单数 );趋向;倾向;使趋向;,17
1141,hospital,n.医院;收容所;养老院;〈古〉旅客招待所;,17
1142,harder,adj.更困难的;更坚固的;更硬的;adv.更努力地;,17
1143,firms,none,17
1144,points,n.<英>（铁道的）道岔，转辙器;点( point的名词复数 );要点;特点;重点;,17
1145,supply,vt.供给;补充;弥补（缺陷、损失等）;向…提供（物资等）;n.供给物;储备物质;粮食;vi.暂代他人职务;,17
1146,estate,n.财产，遗产，房地产;个人财产;不动产权;（较高的）社会地位;adj.（汽车）连箱的（拥有较长的车身和后门，后座后面有较大的空间）;,17
1147,patterns,n.榜样( pattern的名词复数 );样品;花样;方式;v.模仿( pattern的第三人称单数 );以图案装饰;复写;使形成;,17
1148,published,none,17
1149,shown,v.给…看( show的过去分词 );表现出;显露出;上演;,17
1150,sold,v.卖，售，销( sell的过去式和过去分词 );经销;推销;出卖;,17
1151,tests,none,17
1152,engineering,n.工程（学）， 工程师行业;操纵，管理;土木工程，工事;开车技术;,17
1153,non,adv.非，不;n.[法]反对票，投反对票的人;,17
1154,male,adj.男性的;雄性的;有力的;[植]雄性的，仅有雄蕊的;n.男;雄性动物;[植]雄性植物;马累[马律];,17
1155,leaving,n.离开;v.离开( leave的现在分词 );遗弃;忘了带;交托;,17
1156,calls,n.调用;v.叫( call的第三人称单数 );通电话;认为;估计;,17
1157,employers,n.雇主( employer的名词复数 );,17
1158,balance,n.平衡;天平;平衡力;（酿酒配料的）均衡;vt.& vi.（使）平衡;（使）均衡;（使）相抵;权衡;vt.结平（账目）;使（在某物上）保持平衡;使（各部分）协调;用天平称;vi.微微摇摆;倾斜后又复平衡;动摇;被补偿;,17
1159,law,n.法;法学;规律;法制;vt.& vi.[口语、方言]诉诸法律，对…起诉，控告;vt.控告;对…起诉;,17
1160,fell,vt.砍倒，打倒;n.兽皮;一季的木材采伐量;adj.残忍的;凶恶的;v.掉下;摔倒;变坏(fall的过去式);,17
1161,walk,vt.& vi.走;步行;散步;n.步行;步态;人行道;步行的路径;vi.行走;陪伴…走;徒步旅行;不翼而飞;vt.牵着（动物）走，遛，赶着…走;,17
1162,hsam,none,17
1163,deep,adj.深的;深远的，深奥;重大的，深刻的;强烈的，痛切的，深厚的;n.深处，深渊;adv.深深地，深入地;,17
1164,definition,n.定义;规定，明确;[物]清晰度;解释;,17
1165,pain,n.痛苦;刻苦;令人厌烦的人[事物];身体某部分的疼痛[不适];vt.& vi.（使）疼痛，（使）痛苦，伤害;vt.使…痛苦;使…烦恼;vi.感到疼痛;引起疼痛;,17
1166,emotions,n.情感，感情，激情( emotion的名词复数 );,17
1167,fresh,adj.新鲜的;淡水的;新的;无经验的;adv.刚;最新的;n.开始;新生;泛滥;淡水流;,17
1168,foundation,n.地基;基础;基金（会）;粉底;,17
1169,savings,n.储蓄;节约( saving的名词复数 );节俭;储蓄金;挽救;,17
1170,watching,n.观察;看守;注意;监视;,17
1171,coffee,n.咖啡豆;咖啡粉;（一杯）咖啡;非正式的社交集会;,17
1172,limit,n.限制;限量，限度;界限;vt.限制，限定;,17
1173,gives,none,17
1174,fuel,n.燃料;（为身体提供能量的）食物;（维持、增加感情的）刺激物;竞选提神（或兴奋）剂（一种健怡可乐，饮用后能使人精力充沛地从事竞选活动）;vt.给…加燃料，给…加油;激起;vi.补充燃料;,17
1175,affect,vt.影响;假装;感动;（疾病）侵袭;n.感情，情感，心情;[精神病学]（表露或觉察到的）情绪反应;,17
1176,limited,adj.有限的;（君主权力）受宪法限制的;〈美〉乘客名额有限制的;（智力，能力等）有限的;n.高级快车;直达的火车或汽车;,17
1177,yoga,n.瑜伽，喻家派;瑜伽（术），瑜伽修行法;,17
1178,rarely,adv.很少地;罕有地;极精彩地;珍奇地，绝佳地;,17
1179,scanning,v.扫描;,17
1180,educational,adj.教育（方面）的;为教育的;有教育意义的;提供咨询的;,17
1181,french,adj.法国的，法国人的;法语的;n.法语;法国人;,17
1182,debt,n.债务;负债情况;义务;罪，过失;,17
1183,respect,vt.尊重;尊敬;关心;遵守;n.尊重，恭敬;敬意;某方面;,17
1184,street,n.大街，街道;,17
1185,depression,n.萎靡不振，沮丧;下陷处，坑;衰弱;减缓;,17
1186,boring,adj.无聊的，无趣的;令人厌烦的;单调的，乏味的;n.钻孔;钻屑;v.令人厌烦(bore的现在分词);,17
1187,integrity,n.正直，诚实;完整;[计算机]保存;健全;,17
1188,peer,vi.凝视;盯着看;隐退，若隐若现;同等，比得上;n.同辈，同等的人;贵族;同伴，伙伴;adj.贵族的;（年龄、地位等）同等的;相匹敌的;,17
1189,aware,adj.意识到的;知道的;觉察到的;,17
1190,literature,n.文学;文学作品;文献;著作;,17
1191,listeners,n.倾听者，收听者( listener的名词复数 );听众;,17
1192,goes,v.进行（go的第三人称单数）;去;离开;进展;n.（牌戏、下棋等中）轮到的顺序（go的复数形式）;,17
1193,function,n.功能，作用;应变量，函数;职务;重大聚会;vi.有或起作用;行使职责;,17
1194,johnson,n.詹森，约翰逊;,17
1195,addiction,n.入迷，嗜好;上瘾;吸毒成瘾;癖好;,17
1196,obama,none,17
1197,budget,n.预算;预算案;预算拨款;一束;vt.& vi.把…编入预算;谨慎花钱;adj.价格低廉的;花钱少的;收费合理的;便宜的;vt.在预算中拨款给;按预算拨（款）;按预算来计划（或安排）;规划;vi.做安排(for);,17
1198,residents,n.居民( resident的名词复数 );（旅馆的）住宿者;,17
1199,personality,n.生而为人;人格，人品，个性;人物;名人;,17
1200,textbooks,n.教科书，课本( textbook的名词复数 );,17
1201,salt,n.盐;风趣;机智，讽刺;药用盐，泻盐;vt.撒盐;用盐渍;加盐以调味;为…增加趣味;adj.含盐的;有咸味的;盐渍的;,17
1202,economists,n.经济学家，经济专家( economist的名词复数 );,17
1203,imports,n.进口( import的名词复数 );输入;进口商品;意义;,17
1204,website,n.[通信]网站;,16
1205,addition,n.加，增加，附加;[数]加法;增加的人或事物;,16
1206,projects,n.项目( project的名词复数 );课题;（政界领导人的）长期目标;有组织的任务;v.投射( project的第三人称单数 );计划;提出;展现;,16
1207,managers,n.经理，管理人( manager的名词复数 );以某种方式管理人、家庭、钱财等的人;,16
1208,emphasis,n.强调;着重;（轮廓、图形等的）鲜明;突出，重读;,16
1209,network,n.网;（电视与计算机）网络;网状物;广播网;vt.& vi.将…连接成网络;建立工作关系;vt.把（地方节目）编排到广播网（或电视网）联播;使（全国）联播;（如）用网覆盖;广泛分布;vi.沟通，互助;,16
1210,gone,adj.过去的;用完了;死去的;无望的，无可挽救的;v.go的过去分词;,16
1211,war,n.战争;战争期间;斗争;论战;vi.进行战斗，作战;同…处于交战状态;,16
1212,direction,n.方向;趋势;方面;用法说明;,16
1213,willing,adj.乐意的，愿意的;自愿的，心甘情愿的;v.will的现在分词;决心;用意志力驱使;,16
1214,commitment,n.承诺，许诺;委任，委托;致力，献身;承担义务;,16
1215,looks,n.（尤指吸引人的）相貌( look的名词复数 );眼神;样子;v.看，瞧( look的第三人称单数 );注意;面向;寻找;,16
1216,buying,n.购买;v.购买，购得( buy的现在分词 );做出牺牲以获得;够支付;买通;,16
1217,appeal,n.上诉;[体育]诉请;呼吁;（迫切的）要求（帮助、同情等）恳求;vi.（迫切）要求;有吸引力;求助（于）;提请注意;vt.将…移交上级法院审理;,16
1218,excellent,adj.卓越的;杰出的;优秀的;太好了;,16
1219,centers,none,16
1220,currently,adv.当前，目前;通常，一般，现在;容易，流畅;普遍地;,16
1221,advantage,n.有利条件;益处;优越（性）;处于支配地位;vt.有利于;有益于;促进;使处于有利地位;vi.得益，获利;,16
1222,patients,n.患者( patient的名词复数 );接受治疗者;受动着;承受者;,16
1223,keeps,v.（使）保持， （使）继续( keep的第三人称单数 );（食品）保持新鲜;保有;保存;,16
1224,accident,n.意外事件;事故;机遇，偶然;附属品;,16
1225,morning,n.早晨;上午;黎明;早期，初期;,16
1226,owner,n.物主，所有人;,16
1227,yeah,adv.( yes的俗音);（用于表示对后说的话不相信）;（用于作出回应）哦;是;,16
1228,japanese,n.日本人，日本国民;日语;adj.日本的，日本人的;日语的;,16
1229,carrots,n.胡萝卜( carrot的名词复数 );（为说服人做事所许诺的）酬报;不能兑现的报酬（或甜头）;诱饵（像在驴的鼻尖下挂着的胡萝卜）;,16
1230,medicine,n.医学;药物;有功效的东西，良药;,16
1231,animal,n.动物，兽，牲畜;<俚>家畜，牲口;<俚>畜生（一般的人）;兽性;adj.动物的;肉体的;肉欲的;,16
1232,showed,none,16
1233,eventually,adv.终于，最后;竟;总归;终究;,16
1234,square,n.正方形;广场;平方;方格;adj.成直角的;平方的;（尤指在生意上）公平的;正方形的;adv.四四方方地;成直角地;正直地;坚定地;vt.使成正方形;使成直角;检测…的角度;调整，改正;vi.一致;成方形;,16
1235,drinks,n.饮料( drink的名词复数 );酒宴;一杯或一份酒;v.喝（酒）( drink的第三人称单数 );饮;喝酒;（尤指）酗酒;,16
1236,speak,vt.& vi.讲，谈;演说;从某种观点来说;,16
1237,wealth,n.财产，财富;富豪（阶级）;丰富，大量;繁荣;,16
1238,cases,n.案例;病例( case的名词复数 );（需特别对待或注意的）人;事例;容器;,16
1239,closer,adj.靠近的;n.关闭者;砌墙边之砖石;最后的节目;,16
1240,trip,n.旅游;幻觉;绊倒;v.绊倒;轻快地走;产生幻觉;,16
1241,wasn,none,16
1242,revolution,n.革命;彻底改变;旋转;运行，公转;,16
1243,plenty,n.富裕;充裕;adv.大量;十分;很多;足够有余;det.很多;大量;pron.大量;众多;充足;,16
1244,conflicts,none,16
1245,adapt,vi.适应于，适应不同情况（或环境）(to);vt.改编，改写;改变…以适合(for);,16
1246,north,n.北方;北部;（美国南北战争时与南方作战的）北部各州;北方发达国家（尤指欧洲和北美各国）;adj.北方的;北部的;朝北的;（风，光线）来自北方的;adv.在北方;自北地;向北方;,16
1247,happy,adj.幸福的;快乐的;巧妙的;〈口〉有点醉意的;,16
1248,carry,vt.支撑;携带;输送;运载;vt.& vi.运送;搬运;具有;vi.（文学、戏剧等）对读者;扔（或踢）到…距离;（马等）具有某种姿势;传得很远;n.（枪炮、火箭等的）射程;运输，运送;,16
1249,losing,adj.失败的，输的;n.失败，损失;v.遗失，失去( lose的现在分词 );（使）失去（所需要的东西，尤指钱）;（因事故、年老、死亡等）损失;浪费;,16
1250,cheaper,adj.廉价的( cheap的比较级 );低俗的;劣质的;收费低廉的;,16
1251,skimming,n.撇取浮沫，所撇取的浮沫;v.撇去( skim的现在分词 );掠过;轻轻擦过;略读;,16
1252,efficiency,n.效率，效能;实力，能力;[物]性能;功效;,16
1253,decade,n.十年，十年间;十个一组;十年期;,16
1254,independent,adj.自主的;不相关连的;无党派的;不相干的人所做的（或提供的）;n.独立自主的人;无党派人士;,16
1255,wealthy,adj.富有的;充分的;n.富人，有钱人，阔人;,16
1256,worse,"adj.更坏的;恶化的;更厉害的;严重的( bad,ill,badly的比较级);adv.更坏地，更糟地;（程度上）更…;n.更坏的事物;",16
1257,artistic,adj.艺术的;有美感的;风雅的;（尤指）有美术才能的;,16
1258,fun,n.乐趣;娱乐活动;嬉戏，嬉闹;有趣的事;adj.使人愉快的;开心的;vi.嬉闹;开玩笑;,16
1259,ads,none,16
1260,cloze,adj.完形的，填充测验法的;填充测验法 （测验阅读理解能力的方法）;,16
1261,views,n.看( view的名词复数 );[建筑学]视图;概观;视力;,16
1262,sit,vt.& vi.（使）坐;vi.坐落;处在;（在…中）任职;（议会、委员会、法庭等）开会;vt.使就座;,16
1263,dollars,none,16
1264,principle,n.原则，原理;准则，道义;道德标准;本能;,16
1265,examples,n.例子;榜样( example的名词复数 );例子;样本;样板;,16
1266,somewhat,adv.稍微;有点;达到某种程度;n.少量;某些数量;某种程度;,16
1267,earn,vt.& vi.赚得;获得;赢得;博得;vt.赚，赚得;获得;挣得;使得到;,16
1268,businesses,n.事情( business的名词复数 );商业;营业额;交易;,16
1269,holiday,n.假日，休息日;节日;vi.度假，休假;,16
1270,recruit,n.新兵;（机构中的）新成员;新学生;vt.招聘，征募;吸收某人为新成员;动员…（提供帮助）;雇用;vi.征募新兵;得到补充，得到补偿;恢复健康;,16
1271,hire,vt.聘用;录用;雇用;租用;vi.受雇;得到工作;n.租金;酬金，工钱;[非正式用语] 被雇佣的人;销售部的两个新雇员;,16
1272,sb,none,16
1273,vegetables,n.蔬菜( vegetable的名词复数 );生活单调的人，植物人;菜蔬;,16
1274,habits,none,16
1275,throughout,prep.（表示时间）自始至终;在…期间;遍及…地域;遍及…场所;adv.处处;始终;在所有方面;,16
1276,climate,n.气候;氛围;状况;局势;,16
1277,heavy,adj.重的，沉重的;大量的，浓密的;激烈的;重型的;n.重物;庄重的角色;adv.密集地;大量地;笨重地;,16
1278,decided,adj.清楚的;坚决的;明显的;明白无误的;v.下决心( decide的过去式和过去分词 );（使）决定;解决;裁决;,16
1279,attractive,adj.有魅力的;引人注目的;迷人的;招人喜爱的;,16
1280,planning,none,16
1281,response,n.反应;回答，答复;[宗]回应经文，应唱圣歌;,16
1282,stability,n.稳定（性），稳固;坚定，恒心;,16
1283,humanities,n.（总称）人( humanity的名词复数 );人性;人道;人文学科;,16
1284,african,adj.非洲的;非洲人的;（非洲）黑人的;来自非洲的;n.非洲人，非洲居民;（非洲）黑人民;,16
1285,calories,n.大卡( calorie的名词复数 );千卡（食物所产生的能量单位）;卡路里;卡（热量单位）;卡路里，大卡路里( calory的名词复数 );,16
1286,pang,n.（肉体上）剧痛;（精神上）一阵极度的痛苦;苦闷;vt.使剧痛;折磨;,16
1287,comet,n.[天]彗星;孛;,16
1288,fully,adv.充分地;完全地;足足;彻底地;,15
1289,worldwide,adj.全世界的;adv.遍及全球地;,15
1290,issue,n.问题;（报刊的）期，号;发行物;流出;vt.发行;发布;流出;vi.发行;造成…结果;在…上挑起争论;,15
