,单词,翻译,出现次数
3052,extended,adj.延伸的;伸展的;延长的;扩大的;v.延伸(extend的过去式和过去分词);伸展;延长;,6
3053,fees,n.费用;（加入组织或做某事付的）费( fee的名词复数 );专业服务费;咨询费;报酬;,6
3054,entertain,vt.热情款待;使有兴趣;抱着，怀有;考虑;vi.热情款待;,6
3055,borders,none,6
3056,stations,none,6
3057,compare,vt.& vi.比较，对照;vt.比拟，喻为;[语]构成;vi.相比，匹敌;比较，区别;比拟（常与to连用）;n.比较;,6
3058,bankrupt,adj.破产的，倒闭的;完全缺乏的;（名誉）扫地的，（智力等）完全丧失的;垮了的，枯竭的;n.破产者;无力偿还债务者;丧失（名誉，智力等）的人;vt.使破产，使枯竭，使极端贫困;,6
3059,sudden,adj.突然的，未预见到的;急躁的，仓促的;快的，迅速的;急剧;,6
3060,greenhouse,n.温室，花房;[军]<俚>周围有玻璃的座舱，轰炸员舱;,6
3061,politicians,n.政治家( politician的名词复数 );政客，玩弄权术者;,6
3062,mere,adj.仅仅，只不过;小的，轻微的;纯粹的;n.小湖，池塘;〈英〉边境（线）;,6
3063,peacemakers,none,6
3064,acting,adj.代理的;起作用的;活动着的;产生影响的;n.表演;演技;装腔作势;做作;vt.举止合宜：使举止与…相称;扮演：担任…的角色;表演;假装;vi.举动，举止;扮演，担当;矫揉造作，假装;行动，运作;,6
3065,dl,none,6
3066,consistent,adj.一致的;连续的;不矛盾的;坚持的;,6
3067,ease,n.轻松，舒适;容易;安逸;不拘束，自在;vt.解除痛苦;减轻;延缓;松弛;vi.缓解，减少;轻松前进;,6
3068,obviously,adv.明显地;,6
3069,cloud,n.云;云状物;一团;阴影;vi.布满云;显得阴沉;看起来忧愁）;vt.使难以理解;使…朦胧不清;使减少乐趣;混淆;,6
3070,interactive,adj.互相作用的，相互影响的;[计]交互式的;互动的;n.交互式视频设备;,6
3071,additional,adj.额外的，附加的;另外的，追加的;补充;外加;,6
3072,postal,adj.邮政的;邮政局的;n.<美口>明信片;,6
3073,informed,adj.了解情况的;见多识广的;有情报根据的;消息灵通的;v.告诉( inform的过去式和过去分词);(inform oneself)使了解;,6
3074,zone,n.地带;区域，范围;地区，时区;[物]晶带;vt.划分成带;用带子围绕;vi.分成区，分成地带;,6
3075,promising,adj.有前途的;有希望的;光明;有为;,6
3076,outlets,none,6
3077,ban,vt.禁止，下令禁止;剥夺权利;[古]诅咒;n.禁止，禁令;谴责;诅咒，诅骂;革出教门;,6
3078,downfall,n.（雨等的）大下特下;（家，国等的）没落;垮台;,6
3079,cup,n.杯子;一杯（的量）;（胸罩的）罩杯;优胜杯;vt.使（手）窝成杯状;使（双手）成圆状托起;为…拔火罐;,6
3080,saturated,adj.饱和的;浸透的;（颜色）未被白色弄淡的;v.浸透( saturate的过去式和过去分词);使饱和;使充满;,6
3081,calcium,n.<化>钙;,6
3082,grams,none,6
3083,la,abbr.Lao People's Republic 老挝人民共和国;,6
3084,carte,n.（一张） 菜单;卡特尔;,6
3085,juice,n.果汁;肉汁;胃液;,6
3086,colorful,adj.富有色彩的;鲜艳的;多姿多彩的;富有趣味的;,6
3087,helpful,adj.给予帮助的，有益的;愿意帮忙的;,6
3088,march,vi.（坚定地向某地）前进;行军，进军;游行示威;进展，进行;vt.使前进;使行军;n.行进，前进;行军;游行示威;进行曲;,6
3089,proposed,adj.被提议的，所推荐的;v.提议，建议( propose的过去式和过去分词 );打算;提供（解释）;提出（行动，计划或供表决的方案等）;,6
3090,shares,none,6
3091,excess,n.超过;超额量;多余量;放肆;adj.超重的，过量的，额外的;,6
3092,substantial,adj.大量的;结实的，牢固的;重大的;n.本质;重要材料;,6
3093,sullivan,n.苏里文;,6
3094,lifelong,adj.毕生的，终身的;永生不渝的;,6
3095,foreach,none,6
3096,berkeley,none,6
3097,craftsmen,n.工匠( craftsman的名词复数 );手艺人;技术;技艺;,6
3098,province,n.省份;大行政区;范围;职责;,6
3099,east,n.东，东方;东方国家;〈诗〉东风;adj.东方的，向东方的;从东方来的;adv.向东方（地）;,6
3100,hospitals,n.医院( hospital的名词复数 );,6
3101,multitasking,n.多（重）任务处理;,6
3102,cool,adj.冷静的;凉爽的;一流的;孤傲冷漠的;vt.& vi.（使）变凉;（使）冷静，使冷却;变凉，冷却;平息;n.凉气，凉快的地方;凉爽，凉爽的空气;,6
3103,vellum,n.上等犊皮纸，皮纸文书，牛皮纸;adj.犊皮纸的;,6
3104,sails,none,6
3105,seize,vt.& vi.抓住;逮捕;捉拿;俘获;vt.夺取;占领;起获;没收;,6
3106,reserves,n.储量;谨慎( reserve的名词复数 );保护区;替补队;替补队员;v.保留[储备]某物( reserve的第三人称单数 );预订或保留（座位、住处等）;推迟;具有或保持（某种权利）;,6
3107,grief,n.悲伤;悲痛;悲伤的事;,6
3108,pride,n.自尊;骄傲;自满;（狮）群;vt.以…而自豪， 得意于…;vi.自豪，骄傲，得意;,6
3109,compulsory,adj.必须做的，强制性的;义务的;必修的;,6
3110,herpin,none,6
3111,colombian,n.哥伦比亚人;adj.哥伦比亚的;,6
3112,fingers,n.手指( finger的名词复数 );指状物;指幅;（手套的）指部;,6
3113,massachusetts,n.马萨诸塞州;,6
3114,thesecond,none,6
3115,paragraphfrom,none,6
3116,eachparagraph,none,6
3117,alex,abbr.alert exercise 警报练习;alexandrine (verse) 亚历山大格式的（诗文）;,6
3118,sugary,adj.含糖的，甜的;媚人;甜蜜;,6
3119,inthe,none,6
3120,covering,n.掩蔽物，遮盖物;v.覆盖( cover的现在分词);,6
3121,mcdonald,none,6
3122,chains,n.链( chain的名词复数 );连串;连锁店或旅馆;一系列的事物;,6
3123,yields,none,6
3124,lightning,adj.闪电般的，快速的;n.闪电，雷电;vi.打闪;,6
3125,timers,none,6
3126,flawless,adj.无瑕的，完美无缺的;无疵可寻;无瑕可谪;无疵;,6
3127,salthouse,none,6
3128,kite,n.风筝;鸢（猛禽）;空头支票;光棍;vt.涂改（支票）;使上涨;上升;vi.使用空头支票;轻快地移动;,6
3129,storage,n.贮存;贮藏;储藏处，仓库;贮存器，蓄电（瓶）;,5
3130,mentioned,v.提到( mention的过去式和过去分词 );说起;提名表扬;传令嘉奖;,5
3131,reference,n.参考;参考书;提及，涉及;证明人，介绍人;v.引用;参照;,5
3132,vessels,n.血管( vessel的名词复数 );船;容器;（具有特殊品质或接受特殊品质的）人;,5
3133,earliest,adj.早的(early的最高级);早期的;早熟的;早日的;n.最早，作为最早期的;,5
3134,sciences,none,5
3135,timing,n.时机掌握;配光;记时;定时;,5
3136,consuming,adj.强烈的;消费的;v.消耗(consume的现在分词);,5
3137,routinely,adv.例行公事地;常规地，惯常地;老一套地;,5
3138,players,n.演员( player的名词复数 );演奏者;（商业或政治方面的）参与者;游戏者;,5
3139,knock,n.短促的敲打（声）;爆震声;敲击声;敲门（或窗等）声;vi.猛烈敲击;与某物相撞;撞到了桌子;vt.（心）怦怦跳;把…撞击成（某种状态）;批评;,5
3140,hierarchy,n.[计]分层，层次;等级制度;统治集团;天使的级别或等级;,5
3141,transitions,n.过渡，转变，变迁( transition的名词复数 );,5
3142,corporate,adj.法人的，团体的，社团的;公司的，总体国家的;〈古〉团结的;共同的，全体的;,5
3143,operations,n.操作( operation的名词复数 );（军事）行动;<数>运算;作用;,5
3144,noted,adj.闻名的，著名的;[乐]附有乐谱的;v.注意，记下;“note”的过去式和过去分词;,5
3145,motivation,n.动机;动力;诱因;,5
3146,riders,none,5
3147,temporary,adj.临时的，暂时的;短暂的;n.临时工，临时雇员;,5
3148,compelled,v.强迫，使不得不( compel的过去式和过去分词 );引起反应;,5
3149,organisation,n.<主英>组织，机构，团体;,5
3150,employee,n.雇工，雇员，职工;,5
3151,urbanization,n.都市化;,5
3152,affordable,adj.付得起的;,5
3153,refers,none,5
3154,owning,none,5
3155,evolve,vt.使发展;使进化;设计，制订出;发出，散发;vi.发展;[生]通过进化进程发展或发生;,5
3156,broad,adj.宽阔的;广泛的;概括的;明显的;n.婆娘;,5
3157,brush,n.刷子，画笔;灌木丛;小冲突;vt.刷;掠过;擦;轻触;vi.刷;擦过;,5
3158,electric,adj.电的，带电的;发电的，导电的;令人激动的;电动的;n.电动车辆;带电体;,5
3159,highlighted,adj.突出的;v.强调( highlight的过去式和过去分词 );将（文本的某部份）用彩笔做标记;将（计算机屏幕的某区域）增强亮度;使醒目;,5
3160,suburban,adj.城郊的，在郊区的，城郊住宅区的;土气的;见闻不广的;n.郊区居民;,5
3161,hinder,vt.& vi.阻碍，妨碍;成为阻碍;adj.后面的，后方的;,5
3162,mechanism,n.[生]机制，机能，[乐]机理;（机械）结构，机械装置[作用]，（故事的）结构;[艺]手法，技巧，途径;机械作用;,5
3163,learnt,v.学习( learn的过去式和过去分词 );学会;得知;记住;,5
3164,facilitates,none,5
3165,ranks,n.排( rank的名词复数 );等级;地位;军衔;,5
3166,mountain,n.山，山岳;山脉;一大堆;大量;,5
3167,safer,adj.safe的比较级;,5
3168,repair,vt.修理;纠正;恢复;弥补;n.修理;修理工作;维修状态;经修理的东西;,5
3169,snowmobile,"n.摩托雪橇，雪地机动车;[亦称作 skimobile, snowcat] 摩托雪橇；雪地机动车;vi.[亦称作 skimobile, snowcat] 摩托雪橇；雪地机动车;",5
3170,iditarod,none,5
3171,event,n.事件，大事;活动，经历;结果;运动项目;,5
3172,repeatedly,adv.反复地，重复地;再三地;屡次地;不停地;,5
3173,killing,n.谋杀，杀人;猎物;暴利;adj.致死的，致命的;令人精疲力尽的;adv.吸引人地;v.杀死( kill的现在分词);使停止[结束，失败];破坏，减弱，抵消;使痛苦，使受折磨;,5
3174,costa,n.肋;缘;中脉;前缘脉;,5
3175,rescue,vt.营救，救援，使免遭损失;[法律] 非法劫回;n.营救，救援;营救[救援]行动;,5
3176,saturday,n.星期六，周六;,5
3177,enjoys,none,5
3178,susan,n.苏珊（女子名）;,5
3179,file,vt.提出（离婚诉讼或其他讼案）;把…归档;用锉锉;发稿，寄给报社;vi.发送（报道给报社）;排成一行行走;提出申请;n.文件（夹）;档案;纵列;锉刀;,5
3180,cultivated,adj.耕种的;栽培的;有教养的;v.耕作(cultivate的过去式和过去分词);促进增长;教养，改善;陶冶思想[感情]建立（友谊）;,5
3181,native,adj.本国的;土著的;天生的;天真的，纯朴的;n.当地人;土著人;当地产的动（植）物;,5
3182,planting,n.种植，栽培，装备;v.种植( plant的现在分词 );建立;移植（动物、植物）;在（某处）栽种;,5
3183,connected,adj.连接的，有关系的，有联系的;连贯的;有血统[婚姻]关系的;v.连接( connect的过去式和过去分词);,5
3184,photos,none,5
3185,joined,v.连接( join的过去式和过去分词 );联结;加入;参加;,5
3186,bother,vt.烦扰，打扰;使…不安，使…恼怒;使迷惑;烦恼;vi.操心;麻烦;烦恼;n.麻烦，操心;累赘;烦扰，吵闹;讨厌的人;,5
3187,pet,n.宠物;宠儿;受宠的人;生气;adj.宠爱的，溺爱的;表示亲昵的;vt.宠爱;爱抚，亲抚;vi.<非正>亲吻;爱抚;,5
3188,charles,n.查尔斯（男子名，涵义：强壮的，男性的，高贵心灵的）;,5
3189,donkey,n.驴，毛驴;笨蛋，傻瓜;（美国）民主党的象征;,5
3190,april,none,5
3191,wider,adj.宽的，广阔的(wide的比较级);,5
3192,holds,v.保存，把握;拿( hold的第三人称单数 );认为;包含;容纳;,5
3193,columbia,n.哥伦比亚;,5
3194,anger,n.生气;愤怒;怒气;愤懑;vt.& vi.激怒;使发怒;[医]〈旧，非正式〉使（伤口）炎或疼痛;恼火;vi.发怒;恼火;,5
3195,blessing,n.（上帝的）祝福;好事;福分;因祸得福;v.祝圣( bless的现在分词);称颂上帝;求神赐福于;（表示惊奇）;,5
3196,handful,n.少数，少量;一把（的量）;难以控制的人（或动物）;棘手事;,5
3197,enormous,adj.巨大的;庞大的;极恶的;凶暴的;,5
3198,mess,n.混乱;食堂;肮脏;困境;vt.弄脏;搞砸;给…供膳;vi.把事情弄糟;制造脏乱;,5
3199,cling,vi.附着于，紧贴;抓紧或抱住;坚持;沿（岸）前进，贴着（墙）走;vt.依恋，依附于;,5
3200,journey,n.旅行，旅程行期;历程，过程;vi.旅行，出游;vt.在…旅行或旅行到过…;,5
3201,claimed,none,5
3202,flawed,adj.有缺点的;有缺陷的;错误的;,5
3203,proneness,n.俯伏，倾向;,5
3204,wedding,n.婚礼;婚宴;结婚纪念日;结合;vt.与…结婚;使完婚;使紧密结合;把形式与作用紧密结合的风格;vi.婚礼;结婚;,5
3205,explanation,n.解释;说明;辩解;（消除误会后）和解;,5
3206,reveals,none,5
3207,pilot,n.飞行员;引航员;向导;[机械学]导向器（或轴）;vt.驾驶;试验;试点;为（船舶）引航（或操舵）;adj.试验性的;导向的;驾驶员的;辅助的;,5
3208,barbara,none,5
3209,reduces,none,5
3210,barth,none,5
3211,candidates,n.报考者( candidate的名词复数 );申请求职者;攻读学位者;最后命运或结局如何已显然可见者;,5
3212,bringing,none,5
3213,covered,adj.大量的;有遮盖物的，（尤指）有顶的;v.覆盖( cover的过去式和过去分词);掩护;包括;,5
3214,russians,none,5
3215,artists,n.艺术家( artist的名词复数 );美术家;能手;大师;,5
3216,horror,n.恐怖，可怕的事物;嫌恶，痛恨;讨厌的人或事;〈口〉非常丑恶;,5
3217,decorated,v.装饰( decorate的过去式和过去分词 );点缀;粉刷;授予（某人）勋章;,5
3218,russia,n.(1917年以前的)俄罗斯帝国;现俄罗斯;俄罗斯皮革;,5
3219,shape,n.形状;模型;状态;身材;vt.塑造;使符合;体现;vi.使成形;形成;,5
3220,cet,none,5
3221,google,n.谷歌（搜索引擎名）;,5
3222,manual,adj.用手的;手制的，手工的;[法]占有的;体力的;n.手册;指南;[乐]键盘;[军]刀枪操练;,5
3223,hadn,none,5
3224,queen,n.女王;王后;杰出女性;（纸牌中的）王后， （国际象棋中的）后;vt.立…为王后（或女王）;使…成为国王的妻子;[国际象棋]使（兵）成为后;,5
3225,boot,n.长靴，皮靴;防护罩;[多用于英国]行李箱;[俚语]解雇，激动;vt.穿（靴）;踢;[俚语]解雇;[计算机科学]引导;vi.帮助或益处;,5
3226,drove,n.人群 ;畜群;v.驾驶（drive的过去式）;,5
3227,moses,n.摩西(<圣经>故事中犹太人古代领袖)，领导者，立法者;,5
3228,sight,n.视力;看见;视野;景象;vt.看见，发现;瞄准;观察;调准瞄准器;vi.（用仪器）瞄准;观察;,5
3229,tall,adj.身材高的，高大的;（数量）大的;（俚）过分的，夸张的;adv.夸大地;趾高气扬地;,5
3230,length,n.长度，长;时间的长短;（语）音长;一段，一节;,5
3231,origin,n.起源，根源;出身;[数]原点，起点;[解]（筋，神经的）起端;,5
3232,climbing,adj.攀登的，上升的;n.攀登;v.爬( climb的现在分词);攀登;（尤指吃力地向某处）爬;登山;,5
3233,october,n.十月;,5
3234,confirmed,adj.确认的;坚定的;根深蒂固的;v.批准(confirm的过去式和过去分词);证实;,5
3235,conducting,none,5
3236,commenting,none,5
3237,luggage,n.<英>行李;<美>皮箱;,5
3238,confirm,vt.[法]确认，批准;证实;使有效;使巩固;,5
3239,loading,n.装货;装载量;（保险金的）附加费;填充物;v.把…装上车[船]( load的现在分词 );装…;,5
3240,shuttle,n.（织机的）梭子;航天飞机;（缝纫机的）滑梭;短程穿梭运行的飞机（或火车，汽车）;vt.& vi.穿梭般来回移动;vt.以短程往复方式运送（货物等）;vi.以短程往复式运行;,5
3241,bags,none,5
3242,shave,vt.& vi.剃须，剃毛;vt.剃，削去;修剪;切成薄片;掠过;n.刮脸，剃胡子;修面;<口>侥幸逃过，幸免;剃刀，刮刀;,5
3243,bread,n.面包;食物;营养，营养物;生计;vt.在…上撒面包屑;,5
3244,excited,adj.兴奋的，激动的;活跃的;激发的;受刺激的;v.使兴奋（ excite的过去式和过去分词）;,5
3245,cinema,n.电影院;电影艺术;电影业;电影;,5
3246,interpret,vt.解释;理解;诠释，体现;口译;vi.作解释;作口译;,5
3247,tended,none,5
3248,bonds,none,5
3249,temperature,n.温度;体温;气温;<口>发烧，高烧;,5
3250,slows,none,5
3251,chemical,adj.化学的;用化学方法制造的，化学作用的;n.化学药品，化学制品;,5
3252,volunteer,n.志愿者，志愿兵;[军]义勇军;[植]自生植物;[林]先锋树种;adj.自愿的，志愿的;vt.&vi.自愿去做;当志愿兵[义勇军];vi.志愿，义务服务;vt.志愿提供;,5
3253,marathon,n.<体>马拉松赛跑;长距离比赛;需要长时间努力或耐力的事件或活动;adj.需要极大持久力的;vi.参加马拉松比赛;,5
3254,preventing,none,5
3255,founded,none,5
3256,reflects,none,5
3257,inner,adj.内部的，内心的;精神的;秘密的;n.内部，里面;射中接近靶心部分的一发;,5
3258,exploit,vt.开采;开拓;利用（…为自己谋利）;剥削;n.功绩;功劳;勋绩;,5
3259,version,n.版本;译文，译本;说法;倒转术;,5
3260,brings,v.带来( bring的第三人称单数 );促使;提供;使朝（某方向或按某方式）移动;,5
3261,threatened,none,5
3262,cultivating,none,5
3263,household,n.家庭，户;（集合词）全家人，（包含人在内的）家眷，家属，家里人;家庭;（英）王室;adj.家庭的，家内的，一家的;日常的，家常的，普通的;家喻户晓的;王室的;,5
3264,usage,n.使用;用法;习惯;惯例;,5
3265,indicators,n.（仪器上显示温度、压力、耗油量等的）指针( indicator的名词复数 );指示物;（车辆上的）转弯指示灯;指示信号;,5
3266,flower,n.花;精华;开花植物;vi.开花;繁荣;成熟;vt.使开花;用花装饰;,5
3267,recycled,none,5
3268,manufacturers,n.制造商，制造厂( manufacturer的名词复数 );,5
3269,brands,none,5
3270,lindson,none,5
3271,hawley,none,5
3272,reduction,n.减少;降低;[数学]约简;[摄影术]减薄;,5
3273,gnp,none,5
3274,significantly,adv.意味深长地;值得注目地;,5
3275,melinda,none,5
3276,enrollment,n.登记;注册;入会;,5
3277,ceremony,n.典礼，仪式;礼仪，礼节;虚礼，客气;,5
3278,institution,n.（大学、银行等规模大的）机构;惯例，制度，规定，建立;社会事业机构;<口>名人，名物;,5
3279,dates,none,5
3280,rough,adj.粗糙的，崎岖不平的;粗鲁的;狂暴的，汹涌的;未经加工的;vt.粗暴地对待;使粗糙;草拟;n.粗糙的部分;艰难，苦难;（高尔夫球场的）深草区;adv.粗暴地;vi.举止粗野;,5
3281,guidance,n.指导，引导;导航;领导;,5
3282,someday,adv.将来有一天;,5
3283,setting,n.镶嵌;环境;装置;（某事、戏剧、小说等的）背景;v.放( set的现在分词);安插;树立;安排;,5
3284,cleaning,n.清洁，打扫;（家畜等的）胞衣;v.（使）清洁( clean的现在分词 );变干净;除去…的灰尘;使…干净;,5
3285,occasion,n.机会，时机;场合;理由;需要;vt.惹起，引起;,5
3286,cotton,n.棉;棉线;棉织物;（其他植物所生的绒毛状的）棉状物;vi.喜欢;赞成;一致;交往;,5
3287,colors,n.国旗;旗帜;船旗;军旗;<美>颜色( color的名词复数 );肤色;颜料;本质;,5
3288,bargain,n.契约，协定;交易;特价商品;便宜货;vt.做交易;vi.讨价还价;达成协议;,5
3289,salesman,n.推销员;售货员，店员;,5
3290,gdp,none,5
3291,transport,vt.运送，运输;流放;使欣喜若狂;n.运输;运输船（机），运输系统;狂喜;流放犯;,5
3292,divisions,n.分开( division的名词复数 );分界线;分歧;分离;,5
3293,entrance,n.入口，进口;进入;进入方法，进入方式;入场权;vt.使出神，使入迷;使喜悦，使狂喜;,5
3294,curiosity,n.好奇心，爱打听的癖性;奇人;奇物，古玩;奇特性;,5
3295,smallest,adj.小的( small的最高级 );小气的;（服装、食品、家用设施等）小号的;小规模的;,5
3296,involves,none,5
3297,windows,none,5
3298,possibly,adv.可能地;也许，或许;敢是;容许;,5
3299,agencies,none,5
3300,represent,vt.表现，象征;代表，代理;扮演;作为示范;vi.代表;提出异议;,5
3301,overwhelmed,none,5
3302,unemployment,n.失业;失业率;失业状况;失业人数;,5
3303,debts,n.债( debt的名词复数 );负债情况;人情债;情义;,5
3304,networking,n.网络化;[计]网络系统;人际网;,5
3305,loads,none,5
3306,advocate,vt.提倡;拥护;鼓吹;为…辩护;n.（辩护）律师;提倡者;支持者;,5
3307,surprisingly,adv.惊人地，出人意外地;,5
3308,predicts,none,5
3309,woven,v.编，织，织成( weave的过去分词 );编排;杜撰;（把…）编成;,5
3310,disastrous,adj.灾难性的;损失惨重的;极坏的;悲惨的;,5
3311,damaging,none,5
3312,fine,adj.好的，上等的;纤细的，精致的;健康的;晴朗的;n.罚款;[音乐]终止;晴天;地租;vt.罚款;澄清;adv.很好地;巧妙地;,5
3313,seldom,adv.很少，罕见;难得;不大;,5
3314,wonder,adj.奇妙的;钦佩的;远超过预期的;n.惊奇;奇观;奇人;奇迹;vt.对…感到好奇;惊奇;感到诧异;想弄明白;vi.怀疑，想知道;惊讶;,5
3315,ticket,n.票，入场券;标签;传票，交通违规的通知单;<美>候选人名单;vt.售票;给…门票;加标签于，指派;对。。开交通违章通知单;,5
3316,mysterious,adj.神秘的，诡秘的;难以理解的，不可思议的;魔;玄妙;,5
3317,accepted,adj.公认的;可以接受的;v.接受(accept的过去式及过去分词);,5
3318,cheat,vt.欺骗，诈骗;误导，愚弄;躲避，逃脱;vi.作弊，行骗;犯规;俚〉不忠;消磨，解（闷），消除（疲劳）;n.欺骗（行为）;骗子;雀麦;〈美俚〉反光镜;,5
3319,undermined,adj.潜行的;v.在某物下挖洞或挖通道( undermine的过去式和过去分词 );侵蚀…的基础;暗中破坏;逐渐削弱;,5
3320,proper,adj.适当的，相当的，正当的，应该的，正式的，正常的;固有的，特有的，独特的;本来的，真正的，严格意义上的;〈古〉漂亮的，优美的;adv.〈方〉适当地，好好地，非常，很，完完全全地，彻底地;n.[宗教][常用P-]特定节日等用的仪式，弥撒（祈祷、礼仪等）书的章节，特赞;,5
3321,cite,vt.引用，引证;[法]传讯;表扬;[军事]传（或通）令嘉奖;n.<口>例证，引文;,5
3322,defense,n.(D-)（美国）国防部，防卫，防卫物;vt.谋划抵御;,5
3323,highest,adj.最高的;高的( high的最高级 );高尚的;高地的;高级的;,5
3324,justify,vt.证明…有理;为…辩护;对…作出解释;vi.整理版面;证明合法;,5
3325,guilty,adj.内疚的;有罪的;,5
3326,jam,n.果酱;拥挤，挤满;困境;[无线]干扰;vt.把…挤进;把…塞满，使挤紧;使堵塞;使卡住;vi.挤满，拥挤;堵塞;发生故障;,5
3327,visits,none,5
3328,approval,n.同意;批准;赞成;,5
3329,distributing,v.分配( distribute的现在分词 );散发;分销;[常用被动语态]将…分类(into);,5
3330,feet,n.脚( foot的名词复数 );底部;英尺(=12 英寸或 30.48 厘米);脚步;,5
3331,fuels,n.（美国陆军）航空燃料辛烷值测定法，航空燃料评价法;燃料( fuel的名词复数 );（为身体提供能量的）食物;（维持、增加感情的）刺激物;竞选提神（或兴奋）剂（一种健怡可乐，饮用后能使人精力充沛地从事竞选活动）;v.给…加燃料，给…加油( fuel的第三人称单数 );激起;补充燃料;,5
3332,criticized,none,5
3333,physically,adv.体格上，身体上;物理上;<非正>完全地;,5
3334,stereotypes,none,5
3335,disputes,none,5
3336,characterized,none,5
3337,assume,v.假定，认为;承担;装出;呈现;,5
3338,budgets,none,5
3339,searched,none,5
3340,replied,v.回答，反应（ reply的过去式和过去分词 ）;,5
3341,publishing,none,5
3342,crazy,adj.疯狂的;不理智的;离奇的;生气的;n.[俚语]疯子，怪人，政治狂人（尤指政治上持激进或极端主义态度、行为异常、不可思议的人）;,5
3343,christmas,n.圣诞节;,5
3344,nottingham,n.诺丁汉（英国中北部郡名，该郡首府）;,5
3345,sorts,"n.分类( sort的名词复数 );品质;品级;群;v.分类，整理( sort的第三人称单数 );挑选;[计算机]（根据指令的模式）把…分类;把…归类（常与with, together连用）;",5
